Symbol,Links,Close,Change(%),Last Updated At,Open,High,Low,Volume,Volume Score,Market Cap,Sector,Sub Sector
LAKSHVILAS,   ,182.15,0.05,24/05/2017 15:31:15,184,184.95,180.5,404389,0.46 X,1782.87,Banks - Private,Finance - Banks - Private Sector
LALPATHLAB,   ,894.7,0.88,24/05/2017 15:31:08,886.9,903.05,883.8,84201,0.73 X,0.00,Healthcare,Healthcare
LAMBODHARA,   ,74.85,-1.58,24/05/2017 15:31:18,78.55,78.55,74.1,17340,0.72 X,0.00,Textiles,Textiles - Spinning - Cotton Blended
LAOPALA,   ,527.8,-0.23,24/05/2017 15:31:10,524,531.95,521.1,5201,0.25 X,2788.47,Glass,Glass - Others
LAURUSLABS,   ,527.2,-4.13,24/05/2017 15:31:12,550,555.45,525,135100,0.87 X,0.00,NA,NA
LAXMIMACH,   ,4360.35,-0.25,24/05/2017 15:31:15,4388.05,4444,4351.1,4422,0.55 X,4826.16,Textiles,Textiles - Machinery
LGBBROSLTD,   ,696.75,0.34,24/05/2017 15:31:12,685,702,685,19111,0.47 X,1079.71,Engineering,Engineering - General
LIBERTSHOE,   ,167.1,-0.62,24/05/2017 15:31:15,170.5,173,165,44790,0.23 X,283.98,Leather,Leather/Synthetic - Footwear
LICHSGFIN,   ,673.15,0.40,24/05/2017 15:31:08,670.95,676.55,667.85,1029088,0.62 X,34021.34,Finance,Finance - Housing
LINCOLN,   ,201.5,-1.99,24/05/2017 15:31:08,210,215,200,59288,1.45 X,0.00,Pharmaceuticals,Formulations
LINCPEN,   ,259,-2.1,24/05/2017 15:31:18,270,270,256.1,3358,0.47 X,0.00,Printing,Printing/Publishing/Stationery
LINDEINDIA,   ,437.15,-1.6,24/05/2017 15:31:15,441.25,445.2,425,40065,0.81 X,0.00,Chemicals,Chemicals
LIQUIDBEES,   ,999.99,0.00,24/05/2017 15:31:21,1000,1000.01,999.99,714307,1.3 X,0.00,ETF,Government Securities
LITL,   ,2.85,-5,24/05/2017 15:31:10,3.05,3.05,2.8,3410836,1.29 X,688.02,Infrastructure,Infrastructure - General
LLOYDELENG,   ,218.3,-3.02,24/05/2017 15:31:16,226.2,232.25,217,221095,1.14 X,674.55,Air Conditioners,Air Conditioners
LML,   ,10.9,-5.63,24/05/2017 15:31:15,11.8,11.8,10.7,224087,1.02 X,89.81,Auto,Auto - 2 & 3 Wheelers
LOKESHMACH,   ,85.2,-3.18,24/05/2017 15:31:09,90.6,91.7,83.55,49867,0.23 X,99.55,Misc,Machine Tools
LOTUSEYE,   ,30,-1.48,24/05/2017 15:31:11,31.4,31.4,29.15,21732,0.51 X,61.02,Medical,Hospitals & Medical Services
LOVABLE,   ,229.55,-3.29,24/05/2017 15:31:14,239.9,239.9,228.8,23103,0.33 X,384.8,Textiles,Textiles - Readymade Apparels
LPDC,   ,3.4,-1.45,24/05/2017 15:31:11,3.25,3.5,3.25,8574,0.42 X,47.93,Construction,Construction and Contracting - Real Estate
LSIL,   ,1.75,-10.26,24/05/2017 15:31:11,1.85,1.95,1.75,367986,1.15 X,0.00,NA,NA
LT,   ,1684.45,-3.23,24/05/2017 15:31:09,1742.1,1756.9,1677.6,1447793,1.15 X,156200.05,Diversified,Diversified
LTI,   ,775.1,0.28,24/05/2017 15:31:11,774.25,793,772,84652,1.08 X,0.00,NA,NA
LTTS,   ,736.7,0.19,24/05/2017 15:31:12,739.95,740.95,732.2,9924,0.21 X,0.00,NA,NA
LUMAXIND,   ,1339.1,-0.86,24/05/2017 15:31:15,1337,1387.55,1326.3,4927,0.63 X,1252.71,Auto Ancl,Auto Ancl - Equipment Lamp
LUMAXTECH,   ,453.25,-1.99,24/05/2017 15:31:10,472,473.8,450,8433,0.45 X,614.07,Auto Ancl,Auto Ancillaries
LUPIN,   ,1228.5,-1.77,24/05/2017 15:31:09,1232.2,1274.95,1167.6,4062713,3.12 X,54947.95,Pharmaceuticals,Pharmaceuticals
LUXIND,   ,792,-1.9,24/05/2017 15:31:08,806.6,812,787.2,8642,0.6 X,0.00,Textiles,Textiles - Composite Mills
LYKALABS,   ,47.45,-0.84,24/05/2017 15:31:15,46,48.4,45.75,75128,1.43 X,100.06,Pharmaceuticals,Pharmaceuticals
LYPSAGEMS,   ,64.35,-0.85,24/05/2017 15:31:15,65.05,65.55,63.6,70126,0.7 X,0.00,Jewellery,Diamond Cutting/Precious Metals/Jewellery
M&M,   ,1308.65,-1.73,24/05/2017 15:31:09,1331.5,1338.8,1301.45,625452,0.5 X,81471.17,Auto,Car-Jeeps-Tractors
M&MFIN,   ,296.5,-2.82,24/05/2017 15:31:08,305.15,305.15,289.95,3283015,1.63 X,15367.82,Finance,Finance - Leasing & Hire Purchase
MAANALU,   ,122.4,-1.45,24/05/2017 15:31:10,126.2,127.7,122,6056,0.86 X,41.09,Aluminium,Aluminium
MADHAV,   ,61.3,-4.14,24/05/2017 15:31:10,64.2,65.95,59.9,15436,0.42 X,54.86,Misc,Miscellaneous
MADHUCON,   ,52.15,-5.35,24/05/2017 15:31:09,55.8,55.8,51.8,137628,0.42 X,389.64,Construction,Construction & Contracting - Civil
MAGMA,   ,119.6,-3,24/05/2017 15:31:08,124,124.3,119.1,175114,0.31 X,2255.36,Finance,Finance - Investments
MAGNUM,   ,3.35,-4.29,24/05/2017 15:31:10,3.8,3.8,3.3,8725,1.28 X,12.44,Paper,Paper & Paper Boards
MAHABANK,   ,30.2,-3.51,24/05/2017 15:31:08,31.3,31.8,30.1,189565,0.2 X,1782.22,Banks - PSU,Finance - Banks - Public Sector
MAHASTEEL,   ,78.55,7.38,24/05/2017 15:31:11,73.1,79.8,72.5,125346,1.36 X,0.00,NA,NA
MAHINDCIE,   ,240.85,2.99,24/05/2017 15:31:10,236.95,245,231.1,299056,0.87 X,0.00,Castings,Castings/Foundry
MAHLIFE,   ,414.5,0.52,24/05/2017 15:31:18,413,424.4,410,30771,0.33 X,1689.32,Construction,Construction & Contracting - Civil
MAHSCOOTER,   ,1922.3,-1.61,24/05/2017 15:31:15,1954.8,1969.95,1919.05,2483,0.47 X,2117.28,Auto,Auto - 2 & 3 Wheelers
MAHSEAMLES,   ,338.3,-1.46,24/05/2017 15:31:15,345.9,347.8,336.8,45575,1.13 X,2386.68,Steel,Steel - Seamless Tubes
MAITHANALL,   ,420.1,9.13,24/05/2017 15:31:14,389.85,434.5,386,252208,1.83 X,1281.52,Mining,Minerals / Metals
MAJESCO,   ,313.95,-3.19,24/05/2017 15:31:20,324,327.1,312,101789,1.03 X,0.00,Computers,Software - Medium / Small
MALUPAPER,   ,28.4,-4.86,24/05/2017 15:31:09,28.8,29,28.4,18011,0.81 X,48.95,Paper,Paper - News Print
MANAKCOAT,   ,9.05,-1.63,24/05/2017 15:31:18,9.8,9.8,8.6,7787,0.24 X,0.00,Steel,Medium / Small
MANAKSIA,   ,66.9,2.69,24/05/2017 15:31:10,65,68.45,65,17503,0.22 X,438.12,Packaging,Packaging - Metallic
MANAKSTEEL,   ,18.45,-1.86,24/05/2017 15:31:18,18.25,20,18,28392,0.34 X,0.00,Steel,Medium / Small
MANALIPETC,   ,34.5,-3.23,24/05/2017 15:31:10,35.7,36.3,34.3,403654,0.57 X,607.55,Petrochem,Petrochem - Polymers
MANAPPURAM,   ,86.65,1.7,24/05/2017 15:31:12,85.25,89,85.25,2907133,0.91 X,14597.43,Finance,Finance - Leasing & Hire Purchase
MANDHANA,   ,18.1,-4.23,24/05/2017 15:31:12,18.9,19.45,18,85936,0.94 X,59.97,Textiles,Textiles - Manmade Fibre - Rayon
MANGALAM,   ,165.3,-4.03,24/05/2017 15:31:09,171,172,163.3,77199,0.5 X,225.98,Pharmaceuticals,Bulk Drugs & Formln
MANGCHEFER,   ,62.8,-4.2,24/05/2017 15:31:10,67.9,67.9,61.75,36114,0.27 X,745.24,Fertilisers,Fertilisers - Nitrogenous/Phosphate
MANGLMCEM,   ,330.55,-2.81,24/05/2017 15:31:15,341.4,344.4,330.2,26779,0.46 X,904.45,Cement,Cement - Major
MANGTIMBER,   ,27.65,-3.83,24/05/2017 15:31:15,29.5,29.5,27.5,22970,0.0 X,49.97,Consumer Goods,Decoratives - Wood Based
MANINDS,   ,47.4,-0.42,24/05/2017 15:31:09,48.1,51.3,47.1,1029827,1.0 X,261.27,Steel,Steel - Tubes/Pipes
MANINFRA,   ,53.25,-2.47,24/05/2017 15:31:12,54,56.1,53,643136,0.47 X,1320.47,Construction,Construction & Contracting - Civil
MANPASAND,   ,732,-3.17,24/05/2017 15:31:19,759.95,778.4,726.15,71757,0.58 X,0.00,Food Processing,Indian
MANUGRAPH,   ,54.05,1.12,24/05/2017 15:31:09,54,55.4,51,80594,1.12 X,164.31,Engineering,Engineering - General
MARALOVER,   ,42.55,-3.19,24/05/2017 15:31:15,44,44.15,41.55,45597,0.43 X,172.07,Textiles,Textiles - Spinning - Cotton Blended
MARATHON,   ,308.8,-2.48,24/05/2017 15:31:12,310.55,317.1,306.25,3131,0.32 X,0.00,NA,NA
MARICO,   ,311.2,-0.75,24/05/2017 15:31:08,313.2,314.8,309.8,802461,0.61 X,38237.69,FMCG,Personal Care
MARKSANS,   ,46,-0.97,24/05/2017 15:31:20,46.5,48.4,45.65,1996342,0.66 X,1662.02,Pharmaceuticals,Pharmaceuticals
MARUTI,   ,6869.65,-0.13,24/05/2017 15:31:08,6903,6912.55,6813,433478,0.88 X,198877.7,Auto,Auto - Cars & Jeeps
MASTEK,   ,264,-2.87,24/05/2017 15:31:15,273.35,283.85,261.65,252785,0.46 X,719.5,Computers,Computers - Software
MAWANASUG,   ,82.15,-4.48,24/05/2017 15:31:11,85.5,86.9,81.1,163937,0.45 X,278.67,Sugar,Sugar - Others
MAXINDIA,   ,146.6,-0.91,24/05/2017 15:31:11,147.3,148,145.4,88247,0.21 X,0.00,NA,NA
MAXVIL,   ,87.8,-6.25,24/05/2017 15:31:11,94.2,96.5,84.85,357952,1.57 X,0.00,NA,NA
MAYURUNIQ,   ,377.5,-0.79,24/05/2017 15:31:14,384.8,384.9,377,11866,0.47 X,0.00,Plastics,Products
MAZDA,   ,327.05,-2.08,24/05/2017 15:31:12,334.15,334.15,325,2096,0.7 X,0.00,NA,NA
MBECL,   ,39.75,-2.09,24/05/2017 15:31:10,41,41.25,39.5,93745,0.74 X,123.65,Engineering,Turnkey Services
MBLINFRA,   ,32.5,-0.61,24/05/2017 15:31:11,32.1,34,32.1,232430,0.83 X,113.78,Construction,Construction & Contracting - Civil
MCDHOLDING,   ,39.65,-1.25,24/05/2017 15:31:10,41.2,41.2,39.5,39467,0.11 X,53,NA,NA
MCDOWELL-N,   ,2011.55,-0.14,24/05/2017 15:31:08,2029,2044.7,1967.7,504935,0.76 X,26363.66,Beverages,Beverages - Alcoholic - Distilleries
MCLEODRUSS,   ,166.55,-1.86,24/05/2017 15:31:09,172,172,165.25,72488,0.27 X,1825.72,Tea-Coffee,Plantations - Tea & Coffee
MCX,   ,935.9,-3.36,24/05/2017 15:31:15,976,976,930.1,274609,0.58 X,4761.64,Misc,Miscellaneous
MEGASOFT,   ,18.2,-3.7,24/05/2017 15:31:10,19.5,19.9,18.1,126007,1.2 X,79.71,Computers,Computers - Software
MEGH,   ,37.55,1.21,24/05/2017 15:31:10,37.1,38.5,37,817348,0.68 X,957.27,Agro,Pesticides/Agro Chemicals
MENONBE,   ,68.1,-1.94,24/05/2017 15:31:18,71,71,66.1,24364,0.52 X,0.00,NA,NA
MEP,   ,64.25,-8.48,24/05/2017 15:31:19,70,71.35,63.8,1101806,0.79 X,0.00,Construction,Construction
MERCATOR,   ,39.25,-3.09,24/05/2017 15:31:09,40.3,41.5,39,1035583,0.58 X,965.05,Shipping,Shipping
MERCK,   ,1009.5,-1.95,24/05/2017 15:31:15,1047.1,1047.1,1003,14980,0.63 X,1651.51,Pharmaceuticals,Pharmaceuticals
METALFORGE,   ,47.25,-2.48,24/05/2017 15:31:15,49.7,49.7,47,76967,0.3 X,0.00,Castings,Castings/Foundry
MFSL,   ,569.8,-8.32,24/05/2017 15:31:08,619.05,619.6,541.3,4530557,8.0 X,0.00,Packaging,Packaging - Others
MGL,   ,935.5,-1.59,24/05/2017 15:31:11,957,959.85,928,99113,0.77 X,0.00,NA,NA
MHRIL,   ,463.55,0.99,24/05/2017 15:31:11,459,477.5,458.1,51514,0.83 X,3928.15,Hotels,Resorts
MIC,   ,11.2,-5.88,24/05/2017 15:31:10,11.95,11.95,11.15,1088360,1.12 X,114.41,Electronics,Electronics - Others
MINDACORP,   ,103.15,-1.06,24/05/2017 15:31:14,104.6,107.9,101.5,211630,0.88 X,0.00,Auto Ancl,Auto Ancillaries
MINDAIND,   ,555.55,0.48,24/05/2017 15:31:10,558.85,574,549.95,105280,0.65 X,4375.28,Auto Ancl,Auto Ancillaries
MINDTECK,   ,77,-1.79,24/05/2017 15:31:12,78.35,79.3,77,14692,0.77 X,0.00,NA,NA
MINDTREE,   ,509.95,1.76,24/05/2017 15:31:10,502,515,494.05,823390,1.6 X,8272.66,Computers,Computers - Software
MIRCELECTR,   ,13.8,-4.5,24/05/2017 15:31:15,14.5,14.8,13.65,502212,1.32 X,195.7,Consumer Goods,Consumer Goods - Electronic
MIRZAINT,   ,140.45,-3.04,24/05/2017 15:31:16,145.05,147.5,140.05,866170,0.39 X,1305.4,Leather,Leather/Synthetic - Footwear
MMFL,   ,589.65,-3.87,24/05/2017 15:31:10,601.1,607.45,586.55,7231,0.79 X,714.83,Auto Ancl,Forgings
MMTC,   ,56.45,-5.13,24/05/2017 15:31:11,60,60.4,56.1,704003,0.76 X,113091.25,Trading,Trading
MOHITIND,   ,40,-2.79,24/05/2017 15:31:14,42.9,43,39.75,80877,0.81 X,0.00,Textiles,Textiles - Processing/Texturising
MOIL,   ,296.65,-3.47,24/05/2017 15:31:14,305.05,308.5,295,198256,0.96 X,4971.38,NA,NA
MOLDTECH,   ,50,-4.85,24/05/2017 15:31:11,52.55,52.85,49.75,37640,1.16 X,0.00,NA,NA
MOLDTKPAC,   ,288.9,0.17,24/05/2017 15:31:18,286.65,293,286.35,72295,0.64 X,0.00,Plastics,Products
MONNETISPA,   ,35.5,-3.14,24/05/2017 15:31:15,37,37.75,35.2,275409,0.36 X,227.44,Steel,Steel - Sponge Iron
MONSANTO,   ,2687,-4.06,24/05/2017 15:31:08,2788.1,2810,2666.2,12023,0.4 X,4653.18,Agro,Pesticides/Agro Chemicals
MONTECARLO,   ,422.3,-3.08,24/05/2017 15:31:17,431.55,436,421,8116,0.15 X,0.00,Textiles,Products
MORARJEE,   ,50.7,-0.59,24/05/2017 15:31:14,52.9,52.9,50.1,23932,0.52 X,0.00,Textiles,Products
MOREPENLAB,   ,19.1,-4.02,24/05/2017 15:31:15,20.25,20.4,18.75,1302331,0.78 X,851.63,Pharmaceuticals,Pharmaceuticals
MOSERBAER,   ,5.4,-4.42,24/05/2017 15:31:15,5.6,5.7,5.4,766169,0.66 X,90.35,Computers,Computers - Accessories/Peripherals
MOTHERSUMI,   ,421,-0.33,24/05/2017 15:31:16,425.4,428.95,418.45,2175035,1.14 X,54972.4,Auto Ancl,Auto Ancl - Electrical
MOTILALOFS,   ,934.6,-3.22,24/05/2017 15:31:10,975,984.2,930,169504,0.72 X,13442.47,Finance,Finance - General
MPHASIS,   ,568.15,-2.87,24/05/2017 15:31:16,586.15,589.6,565,16281,0.15 X,11941.43,Computers,Computers - Software
MPSLTD,   ,564,-5.54,24/05/2017 15:31:20,594.15,606.45,555.5,21001,0.84 X,974.14,Printing,Printing/Publishing/Stationery
MRF,   ,62519.7,-2.28,24/05/2017 15:31:08,63900,63958.4,62400,11101,0.53 X,25723.66,Auto Ancl,Tyres & Tubes
MRO-TEK,   ,47.5,-1.04,24/05/2017 15:31:19,47,49,46.55,3348,0.59 X,91.85,Computers,Computers - Hardware
MRPL,   ,123.3,-1.12,24/05/2017 15:31:15,125.85,127,122.3,1682444,0.72 X,21880.67,Refineries,Refineries
MSPL,   ,13.2,-9.28,24/05/2017 15:31:09,14.75,14.75,13.1,53869,1.56 X,75.97,Steel,Steel - Sponge Iron
MTEDUCARE,   ,64.5,-5.43,24/05/2017 15:31:15,68.25,69.25,63.9,300719,1.02 X,0.00,Misc,Miscellaneous
MTNL,   ,21.65,3.59,24/05/2017 15:31:15,21.25,22.8,20.2,4784497,2.72 X,1378.51,Telecom,Telecommunications - Service
MUKANDENGG,   ,53.45,-7.45,24/05/2017 15:31:18,59,60.7,52.5,158226,1.01 X,68.34,Computers,Project Consultancy/Turnkey
MUKANDLTD,   ,66.95,-10.73,24/05/2017 15:31:08,76.35,77,65.3,477016,2.78 X,496.61,Steel,Steel - Alloys/Special
MUKTAARTS,   ,92.15,-1.23,24/05/2017 15:31:19,94,96.7,91.25,85777,0.25 X,206.1,Entertainment,Entertainment/Multi Media
MUNJALAU,   ,106.45,-2.83,24/05/2017 15:31:09,110.7,111.65,105.3,168814,1.3 X,538.49,Auto Ancl,Auto Ancl - Others
MUNJALSHOW,   ,189,0.51,24/05/2017 15:31:15,189.3,193.8,187.8,27668,0.47 X,756.53,Auto Ancl,Auto Ancl - Shock Absorber
MUTHOOTCAP,   ,422.4,-5.57,24/05/2017 15:31:20,452.3,452.3,421.05,20602,0.59 X,0.00,Finance,Finance - Investments
MUTHOOTFIN,   ,386.05,0.84,24/05/2017 15:31:14,384,395.4,383.5,760346,0.86 X,14322.48,Finance,Finance - Investments
MVL,   ,0.55,0.00,24/05/2017 15:31:11,0.55,0.60,0.50,116951,0.19 X,33.36,Construction,Construction
NAGAAGRI,   ,26.1,-2.97,24/05/2017 15:31:13,26.35,27.2,26,14764,0.32 X,0.00,NA,NA
NAGAFERT,   ,15.25,-3.17,24/05/2017 15:31:11,16,16.2,15.1,432307,0.66 X,0.00,NA,NA
NAGAROIL,   ,4.45,-1.11,24/05/2017 15:31:15,4.6,4.6,4.4,347557,1.36 X,190.96,Refineries,Refineries
NAGREEKCAP,   ,18.6,-1.85,24/05/2017 15:31:10,18.1,19.5,18.05,12265,0.97 X,0.00,Finance,Finance - Investments
NAGREEKEXP,   ,36.4,-1.09,24/05/2017 15:31:10,39,39,35.5,135628,12.61 X,46.2,Textiles,Textiles - Spinning - Cotton Blended
NAHARCAP,   ,102.2,-1.83,24/05/2017 15:31:11,102.1,105.95,101.1,1731,0.4 X,172.92,Finance,Finance - Investments
NAHARINDUS,   ,123.7,-0.72,24/05/2017 15:31:09,126,128,122,22932,0.42 X,499.62,Textiles,Textiles - Composite Mills
NAHARPOLY,   ,57.15,-3.54,24/05/2017 15:31:10,58.6,60,57,20212,0.63 X,144.92,Textiles,Textiles - Spinning - Cotton Blended
NAHARSPING,   ,123.65,-4.15,24/05/2017 15:31:10,129.25,133.5,121.6,27921,0.43 X,447.25,Textiles,Textiles - Hosiery/Knitwear
NATCOPHARM,   ,891,-0.99,24/05/2017 15:31:16,901.1,912.5,883,132148,0.49 X,2790.7,Pharmaceuticals,Pharmaceuticals
NATHBIOGEN,   ,201.85,-5.21,24/05/2017 15:31:21,216,216.05,198.15,100557,0.81 X,0.00,Misc,Miscellaneous
NATIONALUM,   ,65.45,-1.36,24/05/2017 15:31:18,66.95,67.15,64.6,1867006,0.77 X,16868.03,Aluminium,Aluminium
NAUKRI,   ,845.45,-1.05,24/05/2017 15:31:10,859.6,859.6,836,264857,9.21 X,4607.17,Misc,Services - Others
NAVINFLUOR,   ,2888.85,-0.1,24/05/2017 15:31:10,2870,2960,2851,6054,0.68 X,2821.07,Chemicals,Chemicals - Others
NAVKARCORP,   ,204,-0.05,24/05/2017 15:31:20,206.85,214.85,201.05,100998,0.64 X,0.00,Misc,Miscellaneous
NAVNETEDUL,   ,159.2,2.41,24/05/2017 15:31:16,160,161.55,155.1,97825,0.93 X,0.00,Printing,Printing/Publishing/Stationery
NBCC,   ,180.65,-0.17,24/05/2017 15:31:15,181.8,185,178.7,1119081,0.82 X,0.00,Construction,Construction
NBVENTURES,   ,135.15,-2.56,24/05/2017 15:31:16,140,140.6,133.85,106312,-38.46 X,1205.76,Diversified,Diversified
NCC,   ,83.25,-8.47,24/05/2017 15:31:15,87.05,87.9,80.2,11582344,2.74 X,2117.04,Construction,Construction & Contracting - Civil
NCLIND,   ,203.9,-2.81,24/05/2017 15:31:10,209.95,214,202.5,138991,1.27 X,724.02,Cement,Cement - Mini
NDGL,   ,438.15,0.52,24/05/2017 15:31:12,449.15,450,425.15,500,1.61 X,0.00,NA,NA
NDL,   ,127.1,-0.08,24/05/2017 15:31:15,127.45,133.75,125.5,209591,1.24 X,0.00,Textiles,Products
NDTV,   ,61,-4.01,24/05/2017 15:31:08,64,64,60.65,100029,0.5 X,395.07,Entertainment,Entertainment/Multi Media
NECCLTD,   ,44.35,1.03,24/05/2017 15:31:09,44.95,45.8,43.05,130778,0.7 X,0.00,Misc,Miscellaneous
NECLIFE,   ,33,-5.17,24/05/2017 15:31:09,34.85,35.45,32.7,425029,0.66 X,740.19,Pharmaceuticals,Pharmaceuticals
NELCAST,   ,57.5,0.35,24/05/2017 15:31:10,58.3,59.3,57.1,65381,0.81 X,502.2,Castings,Castings/Foundry
NELCO,   ,77.25,-2.34,24/05/2017 15:31:16,79.7,81.9,76.9,63503,0.5 X,175.77,Telecom,Telecommunications - Equipment
NESCO,   ,2551.3,-1.9,24/05/2017 15:31:11,2570.5,2640,2540,3232,0.66 X,3593.16,Diversified,Diversified
NESTLEIND,   ,6527.05,-0.87,24/05/2017 15:31:09,6591.2,6591.2,6490,55920,1.34 X,63746.8,Food Processing,Food Processing - Dairy
NETWORK18,   ,45.4,-4.12,24/05/2017 15:31:10,47.55,48.35,45.25,1067989,0.67 X,648.68,Finance,Finance - General
NEULANDLAB,   ,1376.05,-4.86,24/05/2017 15:31:16,1458,1458,1361,33455,0.79 X,966.58,Pharmaceuticals,Pharmaceuticals
NFL,   ,80.4,-1.71,24/05/2017 15:31:10,82,83.5,78.7,727470,0.44 X,3939.15,Fertilisers,Fertilisers - Nitrogenous/Phosphate
NH,   ,295.5,1.53,24/05/2017 15:31:09,294.9,304,292.3,34048,0.41 X,0.00,Medical,Hospitals & Medical Services
NHPC,   ,28.9,-2.86,24/05/2017 15:31:11,29.8,29.9,28.7,1863402,0.57 X,35549.14,Power,Power - Generation/Distribution
NIBL,   ,35.25,-3.03,24/05/2017 15:31:14,37.3,37.3,34.55,13475,0.22 X,0.00,NA,NA
NIFTY,   ,9360.55,-0.27,24/05/2017 15:35:00,9410.9,9431.9,9341.65,0.00,0.0 X,0.00,Index,Index
NIFTYBEES,   ,955.32,-0.28,24/05/2017 15:31:20,961,963.48,953.3,26093,0.78 X,0.00,ETF,Nifty
NIFTYINFRA,   ,3141.95,-1.96,24/05/2017 15:34:59,3208.8,3228.85,3136,0.00,0.0 X,0.00,Index,Index
NIFTYIT,   ,10509.2,-0.01,24/05/2017 15:34:59,10511,10536.2,10444.2,0.00,0.0 X,0.00,Index,Index
NIFTYMID50,   ,4332.15,-1.67,24/05/2017 15:34:59,4412.45,4426.15,4307.25,0.00,0.0 X,0.00,Index,Index
NIFTYPSE,   ,3993.4,-0.67,24/05/2017 15:34:59,4028.7,4053.7,3975.7,0.00,0.0 X,0.00,Index,Index
NIITLTD,   ,84.6,-0.53,24/05/2017 15:31:08,85.1,87.15,84.15,687520,0.6 X,1403.62,Computers,Computers - Software - Training
NIITTECH,   ,481.9,-1.84,24/05/2017 15:31:08,494,494.4,477.65,318466,0.53 X,2875.71,Computers,Computers - Software
NILAINFRA,   ,16.95,-1.45,24/05/2017 15:31:19,17.25,17.45,16.7,711654,0.97 X,0.00,Construction,Construction
NILKAMAL,   ,1896.15,3.22,24/05/2017 15:31:16,1830,1974.75,1815.35,165027,1.73 X,2830.99,Plastics,Plastics - Others
NIPPOBATRY,   ,885.25,-0.51,24/05/2017 15:31:18,909.95,909.95,875,565,0.55 X,328.69,Dry Cells,Dry Cells
NITCO,   ,60.75,-4.56,24/05/2017 15:31:09,63.6,64.6,60.35,103859,0.36 X,197.58,Ceramics,Ceramics/Tiles/Sanitaryware
NITESHEST,   ,9.05,-4.23,24/05/2017 15:31:12,9.7,9.7,9,95658,0.3 X,131.89,Construction,Construction
NITINFIRE,   ,19.1,-4.5,24/05/2017 15:31:10,20.55,20.55,19,530065,1.0 X,419.66,Engineering,Engineering - General
NITINSPIN,   ,116.25,-1.9,24/05/2017 15:31:09,120.2,123,114.5,96641,0.62 X,536.08,Textiles,Textiles - Spinning - Cotton Blended
NKIND,   ,41.6,2.72,24/05/2017 15:31:16,43.5,43.5,41.5,198,0.17 X,0.00,NA,NA
NLCINDIA,   ,98.5,-2.76,24/05/2017 15:31:19,101.05,102.5,97.85,107097,0.81 X,0.00,NA,NA
NMDC,   ,115.3,-3.19,24/05/2017 15:31:11,120,120,114.2,3030221,1.29 X,45590.8,Mining,Mining/Minerals
NOCIL,   ,91.95,-3.82,24/05/2017 15:31:16,96.1,96.75,91,884511,0.94 X,1491.55,Petrochem,Petrochem - Polymers
NOIDATOLL,   ,10.85,-4.41,24/05/2017 15:31:20,11.6,11.6,10.75,218081,1.15 X,202.45,Construction,Construction & Contracting - Civil
NRAIL,   ,280.75,-2.67,24/05/2017 15:31:13,292.5,295,280,18821,0.37 X,0.00,NA,NA
NRBBEARING,   ,113.65,1.25,24/05/2017 15:31:18,112.05,115,111.8,16112,0.06 X,1102.72,Auto Ancl,Bearings
NSIL,   ,899,-0.21,24/05/2017 15:31:21,888.2,901,888.2,37,0.07 X,485.93,Finance,Finance - General
NTL,   ,4.75,5.56,24/05/2017 15:31:13,4.5,4.85,4.3,126968,3.04 X,0.00,NA,NA
NTPC,   ,156.45,-0.32,24/05/2017 15:31:08,157.1,158.85,155.6,2357901,0.73 X,128961.78,Power,Power - Generation/Distribution
NUCLEUS,   ,333.15,0.91,24/05/2017 15:31:20,328,337.7,328,75679,0.28 X,1074.56,Computers,Computers - Software
NUTEK,   ,0.60,-7.69,24/05/2017 15:31:11,0.65,0.70,0.60,137166,1.26 X,9.27,Telecom,Telecommunications - Equipment
OBEROIRLTY,   ,374.5,0.01,24/05/2017 15:31:13,370,380.75,368.4,170563,0.46 X,12248.31,Construction,Construction and Contracting - Real Estate
OCCL,   ,921.3,-0.29,24/05/2017 15:31:09,924,933,887,4378,1.51 X,0.00,Chemicals,Chemicals
OCL,   ,1144.5,-2.72,24/05/2017 15:31:16,1176.5,1186.95,1126.05,14917,0.44 X,6405.4,Cement,Cement - Major
OFSS,   ,3551.4,-1.43,24/05/2017 15:31:20,3575,3606.45,3535,17242,0.54 X,29828.08,Computers,Computers - Software
OIL,   ,305.5,-1.67,24/05/2017 15:29:58,311.15,313.5,302.4,316019,1.11 X,24412.46,Oil Drilling,Oil Drilling And Exploration
OILCOUNTUB,   ,49,-7.2,24/05/2017 15:29:41,50.05,52.7,48.4,30901,0.74 X,218.28,Steel,Steel - Tubes/Pipes
OMAXAUTO,   ,75.55,-1.63,24/05/2017 15:29:52,76.95,79,71.65,21499,0.6 X,159.92,Auto Ancl,Auto Ancl - Others
OMAXE,   ,198.7,-0.28,24/05/2017 15:29:23,199.5,200.55,197.5,674993,0.53 X,3456.7,Construction,Construction and Contracting - Real Estate
OMKARCHEM,   ,173,-1,24/05/2017 15:29:58,177.9,178.95,172.7,162940,0.58 X,339.89,Chemicals,Chemicals
OMMETALS,   ,47.8,-1.04,24/05/2017 15:29:33,48.1,49.35,47.7,57490,0.41 X,444.84,NA,NA
ONGC,   ,173.65,-0.57,24/05/2017 15:29:59,174.3,176.25,172.9,6537742,0.96 X,221467.75,Oil Drilling,Oil Drilling And Exploration
ONMOBILE,   ,77.2,1.71,24/05/2017 15:29:58,76.5,82,76.5,558790,2.63 X,910.5,Telecom,Telecommunications - Service
