,Ticker,company_name,sector,series,date of listing,paid up value,market lot,isin number,face value
0,21STCENMGM,21st Century Management Services Limited,Finance - General,EQ,03-MAY-1995,10,1,INE253B01015,10
1,3IINFOLTD,3i Infotech Limited,Computers - Software,EQ,22-OCT-2021,10,1,INE748C01038,10
2,3MINDIA,3M India Limited,Diversified,EQ,13-AUG-2004,10,1,INE470A01017,10
3,63MOONS,63 moons technologies limited,Computers - Software,EQ,20-JUN-2005,2,1,INE111B01023,2
4,A2ZINFRA,A2Z Infra Engineering Limited,Power - Transmission & Equipment,EQ,23-DEC-2010,10,1,INE619I01012,10
5,AAKASH,Aakash Exploration Services Limited,Engineering - Heavy,EQ,29-SEP-2020,1,1,INE087Z01024,1
6,AARON,Aaron Industries Limited,,BE,06-NOV-2020,10,1,INE721Z01010,10
7,AAREYDRUGS,Aarey Drugs & Pharmaceuticals Limited,Pharmaceuticals,EQ,06-AUG-2021,10,1,INE198H01019,10
8,AARTIDRUGS,Aarti Drugs Limited,Chemicals,EQ,19-SEP-2003,10,1,INE767A01016,10
9,AARTIDRUGS,Aarti Drugs Limited,Chemicals,EQ,19-SEP-2003,10,1,INE767A01016,10
10,AARVEEDEN,Aarvee Denims & Exports Limited,Textiles - Denim,EQ,21-NOV-2006,10,1,INE273D01019,10
11,AARVI,Aarvi Encon Limited,Diversified,EQ,24-JUN-2020,10,1,INE754X01016,10
12,ABAN,Aban Offshore Limited,Oil Drilling And Exploration,EQ,29-MAR-1995,2,1,INE421A01028,2
13,BIRLAMONEY,Aditya Birla Money Limited,Finance - General,EQ,07-FEB-2008,1,1,INE865C01022,1
14,3MINDIA,3M India Limited,Pharmaceuticals,EQ,13-AUG-2004,10,1,INE470A01017,10
15,5PAISA,5Paisa Capital Limited,Finance - Investments,EQ,16-NOV-2017,10,1,INE618L01018,10
16,ABMINTLLTD,ABM International Limited,Miscellaneous,BE,09-SEP-2021,10,1,INE251C01025,10
17,ACC,ACC Limited,Cement - Major,EQ,20-NOV-1996,10,1,INE012A01025,10
18,ACCELYA,Accelya Solutions India Limited,Computers - Software Medium & Small,EQ,01-DEC-1999,10,1,INE793A01012,10
19,ACCURACY,Accuracy Shipping Limited,Shipping,EQ,11-DEC-2020,10,1,INE648Z01015,10
20,3MINDIA,3M India Limited,,EQ,13-AUG-2004,10,1,INE470A01017,10
21,ACE,Action Construction Equipment Limited,Engineering - Heavy,EQ,26-SEP-2006,2,1,INE731H01025,2
22,ADANIENT,Adani Enterprises Limited,Trading,EQ,04-JUN-1997,1,1,INE423A01024,1
23,ADANIENT,Adani Enterprises Limited,Infrastructure - General,EQ,04-JUN-1997,1,1,INE423A01024,1
24,ADANIENT,Adani Enterprises Limited,,EQ,04-JUN-1997,1,1,INE423A01024,1
25,ADANIENT,Adani Enterprises Limited,Power - Transmission & Equipment,EQ,04-JUN-1997,1,1,INE423A01024,1
26,ADFFOODS,ADF Foods Limited,Food Processing,EQ,15-SEP-2010,10,1,INE982B01019,10
27,ABCAPITAL,Aditya Birla Capital Limited,Retail,EQ,01-SEP-2017,10,1,INE674K01013,10
28,ADORWELD,Ador Welding Limited,Electrodes & Graphite,EQ,10-MAY-1995,10,1,INE045A01017,10
29,ADVENZYMES,Advanced Enzyme Technologies Limited,Pharmaceuticals,EQ,01-AUG-2016,2,1,INE837H01020,2
30,ADVANIHOTR,Advani Hotels & Resorts (India) Limited,Hotels,EQ,25-JUN-2007,2,1,INE199C01026,2
31,AETHER,Aether Industries Limited,Speciality Chemicals,EQ,03-JUN-2022,10,1,INE0BWX01014,10
32,AGARIND,Agarwal Industrial Corporation Limited,Transport & Logistics,EQ,26-MAY-2014,10,1,INE204E01012,10
33,AGI,AGI Greenpac Limited,,EQ,31-MAY-2000,2,1,INE415A01038,2
34,AGRITECH,Agri-Tech (India) Limited,Fertilisers,EQ,28-JAN-2014,10,1,INE449G01018,10
35,3MINDIA,3M India Limited,Diversified,EQ,13-AUG-2004,10,1,INE470A01017,10
36,ADFFOODS,ADF Foods Limited,Edible Oils & Solvent Extraction,EQ,15-SEP-2010,10,1,INE982B01019,10
37,AHLADA,Ahlada Engineers Limited,,BE,28-JAN-2021,10,1,INE00PV01013,10
38,AHLUCONT,Ahluwalia Contracts (India) Limited,Construction & Contracting - Civil,EQ,14-DEC-2009,2,1,INE758C01029,2
39,A2ZINFRA,A2Z Infra Engineering Limited,Castings & Forgings,EQ,23-DEC-2010,10,1,INE619I01012,10
40,AIROLAM,Airo Lam limited,Miscellaneous,EQ,13-OCT-2021,10,1,INE801L01010,10
41,AJANTPHARM,Ajanta Pharma Limited,Pharmaceuticals,EQ,29-MAY-2000,2,1,INE031B01049,2
42,AJMERA,Ajmera Realty & Infra India Limited,Construction & Contracting - Real Estate,EQ,16-JUN-2009,10,1,INE298G01027,10
43,A2ZINFRA,A2Z Infra Engineering Limited,Construction & Contracting - Civil,EQ,23-DEC-2010,10,1,INE619I01012,10
44,AKASH,Akash Infra-Projects Limited,Miscellaneous,EQ,11-OCT-2019,10,1,INE737W01013,10
45,AKG,Akg Exim Limited,,BE,16-FEB-2021,10,1,INE00Y801016,10
46,AKSHOPTFBR,Aksh Optifibre Limited,Cables - Telephone,EQ,18-AUG-2000,5,1,INE523B01011,5
47,AKSHAR,Akshar Spintex Limited,Textiles - General,EQ,23-MAY-2022,10,1,INE256Z01017,10
48,AKSHARCHEM,AksharChem India Limited,Dyes & Pigments,EQ,28-MAR-2017,10,1,INE542B01011,10
49,AKZOINDIA,Akzo Nobel India Limited,Paints & Varnishes,EQ,28-JUN-2001,10,1,INE133A01011,10
50,ALANKIT,Alankit Limited,Miscellaneous,EQ,30-JUN-2015,1,1,INE914E01040,1
51,ALBERTDAVD,Albert David Limited,Pharmaceuticals,EQ,14-JUN-2016,10,1,INE155C01010,10
52,ALEMBICLTD,Alembic Limited,Pharmaceuticals,EQ,22-SEP-1999,2,1,INE426A01027,2
53,AJANTPHARM,Ajanta Pharma Limited,Pharmaceuticals,EQ,29-MAY-2000,2,1,INE031B01049,2
54,ALICON,Alicon Castalloy Limited,Castings & Forgings,EQ,29-SEP-2006,5,1,INE062D01024,5
55,ALKALI,Alkali Metals Limited,Chemicals,EQ,06-NOV-2008,10,1,INE773I01017,10
56,ALKEM,Alkem Laboratories Limited,Pharmaceuticals,EQ,23-DEC-2015,2,1,INE540L01014,2
57,ALKYLAMINE,Alkyl Amines Chemicals Limited,Chemicals,EQ,26-NOV-2007,2,1,INE150B01039,2
58,ALLCARGO,Allcargo Logistics Limited,Transport & Logistics,EQ,23-JUN-2006,2,1,INE418H01029,2
59,ADSL,Allied Digital Services Limited,Computers - Software Medium & Small,EQ,25-JUL-2007,5,1,INE102I01027,5
60,ATFL,Agro Tech Foods Limited,Computers - Software Medium & Small,EQ,06-DEC-2002,10,1,INE209A01019,10
61,ALMONDZ,Almondz Global Securities Limited,Finance - Investments,EQ,16-JUN-2008,6,1,INE326B01027,6
62,AARON,Aaron Industries Limited,Textiles - Weaving,BE,06-NOV-2020,10,1,INE721Z01010,10
63,ALPA,Alpa Laboratories Limited,Pharmaceuticals,EQ,06-AUG-2007,10,1,INE385I01010,10
64,AARON,Aaron Industries Limited,Textiles - General,BE,06-NOV-2020,10,1,INE721Z01010,10
65,AMARAJABAT,Amara Raja Batteries Limited,Auto Ancillaries,EQ,05-SEP-2003,1,1,INE885A01032,1
66,AMBER,Amber Enterprises India Limited,Miscellaneous,EQ,30-JAN-2018,10,1,INE371P01015,10
67,AMBIKCO,Ambika Cotton Mills Limited,Textiles - Spinning - Cotton Blended,EQ,29-JAN-2008,10,1,INE540G01014,10
68,AMBUJACEM,Ambuja Cements Limited,Cement - Major,EQ,18-FEB-1998,2,1,INE079A01024,2
69,AARON,Aaron Industries Limited,Packaging,BE,06-NOV-2020,10,1,INE721Z01010,10
70,AMIORG,Ami Organics Limited,Speciality Chemicals,EQ,14-SEP-2021,10,1,INE00FF01017,10
71,3PLAND,3P Land Holdings Limited,Paper,EQ,19-JUL-1995,2,1,INE105C01023,2
72,ANANTRAJ,Anant Raj Limited,,EQ,27-SEP-2006,2,1,INE242C01024,2
73,ANDHRSUGAR,The Andhra Sugars Limited,Cement - Major,EQ,01-NOV-1995,2,1,INE715B01021,2
74,ANDHRSUGAR,The Andhra Sugars Limited,Paper,EQ,01-NOV-1995,2,1,INE715B01021,2
75,ANDHRSUGAR,The Andhra Sugars Limited,Sugar,EQ,01-NOV-1995,2,1,INE715B01021,2
76,CEREBRAINT,Cerebra Integrated Technologies Limited,Engineering,EQ,26-JUN-2013,10,1,INE345B01019,10
77,AARON,Aaron Industries Limited,Edible Oils & Solvent Extraction,BE,06-NOV-2020,10,1,INE721Z01010,10
78,APCL,Anjani Portland Cement Limited,Cement - Mini,EQ,10-APR-2017,10,1,INE071F01012,10
79,ANKITMETAL,Ankit Metal & Power Limited,Steel - Sponge Iron,EQ,14-MAR-2013,10,1,INE106I01010,10
80,ANSALAPI,Ansal Properties & Infrastructure Limited,Construction & Contracting - Housing,BE,27-JAN-2006,5,1,INE436A01026,5
81,ANSALAPI,Ansal Properties & Infrastructure Limited,Construction & Contracting - Housing,BE,27-JAN-2006,5,1,INE436A01026,5
82,ANTGRAPHIC,Antarctica Limited,Printing & Stationery,EQ,31-DEC-1997,1,1,INE414B01021,1
83,ANURAS,Anupam Rasayan India Limited,Speciality Chemicals,EQ,24-MAR-2021,10,1,INE930P01018,10
84,APARINDS,Apar Industries Limited,Electric Equipment,EQ,12-JUL-2004,10,1,INE372A01015,10
85,APCOTEXIND,Apcotex Industries Limited,Rubber,EQ,06-SEP-1995,2,1,INE116A01032,2
86,APEX,Apex Frozen Foods Limited,Food Processing,EQ,04-SEP-2017,10,1,INE346W01013,10
87,APLAPOLLO,APL Apollo Tubes Limited,Steel - Tubes & Pipes,EQ,14-DEC-2011,2,1,INE702C01027,2
88,APLAPOLLO,APL Apollo Tubes Limited,Hospitals & Medical Services,EQ,14-DEC-2011,2,1,INE702C01027,2
89,APLAPOLLO,APL Apollo Tubes Limited,,EQ,14-DEC-2011,2,1,INE702C01027,2
90,APLAPOLLO,APL Apollo Tubes Limited,Plastics,EQ,14-DEC-2011,2,1,INE702C01027,2
91,APLAPOLLO,APL Apollo Tubes Limited,,EQ,14-DEC-2011,2,1,INE702C01027,2
92,APLAPOLLO,APL Apollo Tubes Limited,Tyres,EQ,14-DEC-2011,2,1,INE702C01027,2
93,APTECHT,Aptech Limited,Computers - Software - Training,EQ,27-SEP-2002,10,1,INE266F01018,10
94,ADL,Archidply Decor Limited,Miscellaneous,BE,01-OCT-2020,10,1,INE0CHO01012,10
95,ARCHIES,Archies Limited,Printing & Stationery,EQ,02-SEP-1998,2,1,INE731A01020,2
96,ARIHANTCAP,Arihant Capital Markets Limited,Construction & Contracting - Real Estate,EQ,15-JUN-2021,1,1,INE420B01036,1
97,ARMANFIN,Arman Financial Services Limited,Finance - Leasing & Hire Purchase,EQ,14-JUN-2016,10,1,INE109C01017,10
98,AROGRANITE,Aro Granite Industries Limited,Ceramics & Granite,EQ,24-APR-2007,10,1,INE210C01013,10
99,ARROWGREEN,Arrow Greentech Limited,Plastics,BE,21-MAY-2015,10,1,INE570D01018,10
100,ARSHIYA,Arshiya Limited,Transport & Logistics,EQ,14-DEC-2009,2,1,INE968D01022,2
101,A2ZINFRA,A2Z Infra Engineering Limited,Construction & Contracting - Civil,EQ,23-DEC-2010,10,1,INE619I01012,10
102,ARTNIRMAN,Art Nirman Limited,Construction & Contracting - Civil,EQ,18-OCT-2021,10,1,INE738V01013,10
103,ARVEE,Arvee Laboratories (India) Limited,Miscellaneous,EQ,22-MAR-2021,10,1,INE006Z01016,10
104,ARVIND,Arvind Limited,Textiles - Denim,EQ,08-FEB-1995,10,1,INE034A01011,10
105,3MINDIA,3M India Limited,Glass & Glass Products,EQ,13-AUG-2004,10,1,INE470A01017,10
106,ASAHIINDIA,Asahi India Glass Limited,Dyes & Pigments,EQ,18-MAR-1998,1,1,INE439A01020,1
107,ASHAPURMIN,Ashapura Minechem Limited,Mining & Minerals,EQ,20-SEP-1995,2,1,INE348A01023,2
108,ANSALHSG,Ansal Housing Limited,Construction & Contracting - Housing,EQ,06-OCT-2006,10,1,INE880B01015,10
109,ASHIMASYN,Ashima Limited,Textiles - Spinning - Cotton Blended,EQ,27-JUL-1995,10,1,INE440A01010,10
110,ASHOKLEY,Ashok Leyland Limited,Auto - LCVs & HCVs,EQ,25-MAY-1995,1,1,INE208A01029,1
111,ASHOKA,Ashoka Buildcon Limited,Construction & Contracting - Civil,EQ,14-OCT-2010,5,1,INE442H01029,5
112,ADANIGREEN,Adani Green Energy Limited,Oil Drilling And Exploration,EQ,18-JUN-2018,10,1,INE364U01010,10
113,AHLEAST,Asian Hotels (East) Limited,Ceramics & Granite,BE,11-AUG-2010,10,1,INE926K01017,10
114,AHLEAST,Asian Hotels (East) Limited,Hotels,BE,11-AUG-2010,10,1,INE926K01017,10
115,ADVANIHOTR,Advani Hotels & Resorts (India) Limited,Hotels,EQ,25-JUN-2007,2,1,INE199C01026,2
116,AHLEAST,Asian Hotels (East) Limited,Paints & Varnishes,BE,11-AUG-2010,10,1,INE926K01017,10
117,ASPINWALL,Aspinwall and Company Limited,Miscellaneous,EQ,14-JUN-2016,10,1,INE991I01015,10
118,ABSLAMC,Aditya Birla Sun Life AMC Limited,Pharmaceuticals,EQ,11-OCT-2021,5,1,INE404A01024,5
119,AMRUTANJAN,Amrutanjan Health Care Limited,Diversified,EQ,02-JAN-2015,1,1,INE098F01031,1
120,ASTRAL,Astral Limited,Plastics,EQ,20-MAR-2007,1,1,INE006I01046,1
121,ASTRAZEN,AstraZeneca Pharma India Limited,Pharmaceuticals,EQ,04-MAY-2001,2,1,INE203A01020,2
122,AAREYDRUGS,Aarey Drugs & Pharmaceuticals Limited,Paper,EQ,06-AUG-2021,10,1,INE198H01019,10
123,ATUL,Atul Limited,Auto - 2 & 3 Wheelers,EQ,06-MAY-1998,10,1,INE100A01010,10
124,AUBANK,AU Small Finance Bank Limited,Banks - Private Sector,EQ,10-JUL-2017,10,1,INE949L01017,10
125,AURIONPRO,Aurionpro Solutions Limited,Computers - Software Medium & Small,EQ,25-OCT-2005,10,1,INE132H01018,10
126,AUROPHARMA,Aurobindo Pharma Limited,Pharmaceuticals,EQ,19-JUL-2000,1,1,INE406A01037,1
127,AURUM,Aurum PropTech Limited,Computers - Software Medium & Small,BE,19-AUG-2015,5,1,INE898S01029,5
128,AUSOMENT,Ausom Enterprise Limited,Finance - Investments,EQ,17-APR-1996,10,1,INE218C01016,10
129,ASAL,Automotive Stampings and Assemblies Limited,Auto Ancillaries,EQ,12-MAR-2002,10,1,INE900C01027,10
130,AUTOIND,Autoline Industries Limited,Auto Ancillaries,EQ,31-JAN-2007,10,1,INE718H01014,10
131,ASAL,Automotive Stampings and Assemblies Limited,Auto Ancillaries,EQ,12-MAR-2002,10,1,INE900C01027,10
132,AVADHSUGAR,Avadh Sugar & Energy Limited,Sugar,EQ,28-JUL-2017,10,1,INE349W01017,10
133,AVANTIFEED,Avanti Feeds Limited,Aquaculture,EQ,15-APR-2015,1,1,INE871C01038,1
134,DMART,Avenue Supermarts Limited,Retail,EQ,21-MAR-2017,10,1,INE192R01011,10
135,AEGISCHEM,Aegis Logistics Limited,Transport & Logistics,EQ,03-APR-1996,1,1,INE208C01025,1
136,3MINDIA,3M India Limited,,EQ,13-AUG-2004,10,1,INE470A01017,10
137,AVTNPL,AVT Natural Products Limited,Edible Oils & Solvent Extraction,EQ,10-JAN-2007,1,1,INE488D01021,1
138,AUBANK,AU Small Finance Bank Limited,Banks - Private Sector,EQ,10-JUL-2017,10,1,INE949L01017,10
139,AXISCADES,AXISCADES Technologies Limited,Computers - Software Medium & Small,EQ,21-DEC-2000,5,1,INE555B01013,5
140,AMBIKCO,Ambika Cotton Mills Limited,Textiles - Cotton Blended,EQ,29-JAN-2008,10,1,INE540G01014,10
141,AYMSYNTEX,AYM Syntex Limited,Textiles - Processing,EQ,14-AUG-2015,10,1,INE193B01039,10
142,ADANIPOWER,Adani Power Limited,Cables - Power & Others,BE,20-AUG-2009,10,1,INE814H01011,10
143,AJANTPHARM,Ajanta Pharma Limited,Pharmaceuticals,EQ,29-MAY-2000,2,1,INE031B01049,2
144,ATULAUTO,Atul Auto Limited,Auto - 2 & 3 Wheelers,EQ,26-JUN-2013,5,1,INE951D01028,5
145,BAJAJ-AUTO,Bajaj Auto Limited,Domestic Appliances,EQ,26-MAY-2008,10,1,INE917I01010,10
146,APTUS,Aptus Value Housing Finance India Limited,,EQ,24-AUG-2021,2,1,INE852O01025,2
147,BAJAJ-AUTO,Bajaj Auto Limited,Finance - Investments,EQ,26-MAY-2008,10,1,INE917I01010,10
148,AMRUTANJAN,Amrutanjan Health Care Limited,Hospitals & Medical Services,EQ,02-JAN-2015,1,1,INE098F01031,1
149,BAJAJ-AUTO,Bajaj Auto Limited,Sugar,EQ,26-MAY-2008,10,1,INE917I01010,10
150,3PLAND,3P Land Holdings Limited,Finance - Investments,EQ,19-JUL-1995,2,1,INE105C01023,2
151,AJANTPHARM,Ajanta Pharma Limited,Pharmaceuticals,EQ,29-MAY-2000,2,1,INE031B01049,2
152,ALKYLAMINE,Alkyl Amines Chemicals Limited,Chemicals,EQ,26-NOV-2007,2,1,INE150B01039,2
153,BALAJITELE,Balaji Telefilms Limited,Media & Entertainment,EQ,22-NOV-2000,2,1,INE794B01026,2
154,AJANTPHARM,Ajanta Pharma Limited,Trading,EQ,29-MAY-2000,2,1,INE031B01049,2
155,BALKRISHNA,Balkrishna Paper Mills Limited,Paper,EQ,28-JUL-2015,10,1,INE875R01011,10
156,BALKRISHNA,Balkrishna Paper Mills Limited,Tyres,EQ,28-JUL-2015,10,1,INE875R01011,10
157,BALMLAWRIE,Balmer Lawrie & Company Limited,Diversified,EQ,06-JUL-1995,10,1,INE164A01016,10
158,BALRAMCHIN,Balrampur Chini Mills Limited,Sugar,EQ,08-FEB-1995,1,1,INE119A01028,1
159,BANARBEADS,Banaras Beads Limited,Miscellaneous,EQ,07-JUL-1995,10,1,INE655B01011,10
160,ASTRAMICRO,Astra Microwave Products Limited,Auto Ancillaries,EQ,01-NOV-2004,2,1,INE386C01029,2
161,AUBANK,AU Small Finance Bank Limited,Banks - Private Sector,EQ,10-JUL-2017,10,1,INE949L01017,10
162,BANG,Bang Overseas Limited,Textiles - General,EQ,20-FEB-2008,10,1,INE863I01016,10
163,AUBANK,AU Small Finance Bank Limited,Banks - Public Sector,EQ,10-JUL-2017,10,1,INE949L01017,10
164,3MINDIA,3M India Limited,Banks - Public Sector,EQ,13-AUG-2004,10,1,INE470A01017,10
165,AUBANK,AU Small Finance Bank Limited,Banks - Public Sector,EQ,10-JUL-2017,10,1,INE949L01017,10
166,BANKA,Banka BioLoo Limited,Miscellaneous,EQ,29-OCT-2020,10,1,INE862Y01015,10
167,BANARISUG,Bannari Amman Sugars Limited,Textiles - General,EQ,28-MAY-2003,10,1,INE459A01010,10
168,AYMSYNTEX,AYM Syntex Limited,Textiles - Spinning - Synthetic Blended,EQ,14-AUG-2015,10,1,INE193B01039,10
169,BVCL,Barak Valley Cements Limited,Cement - Major,BE,23-NOV-2007,10,1,INE139I01011,10
170,BARTRONICS,Bartronics India Limited,Miscellaneous,BZ,12-JAN-2006,10,1,INE855F01034,10
171,BASF,BASF India Limited,Chemicals,EQ,17-MAY-1995,10,1,INE373A01013,10
172,3MINDIA,3M India Limited,Leather Products,EQ,13-AUG-2004,10,1,INE470A01017,10
173,BAYERCROP,Bayer Cropscience Limited,Pesticides & Agro Chemicals,EQ,08-JAN-2010,10,1,INE462A01022,10
174,AARON,Aaron Industries Limited,Vanaspati & Oils,BE,06-NOV-2020,10,1,INE721Z01010,10
175,BEARDSELL,Beardsell Limited,Miscellaneous,EQ,13-JAN-2015,2,1,INE520H01022,2
176,BEDMUTHA,Bedmutha Industries Limited,Steel - Medium & Small,EQ,14-OCT-2010,10,1,INE844K01012,10
177,BEML,BEML Limited,Infrastructure - General,EQ,05-NOV-2003,10,1,INE258A01016,10
178,ASIANPAINT,Asian Paints Limited,Paints & Varnishes,EQ,31-MAY-1995,1,1,INE021A01026,1
179,BESTAGRO,Best Agrolife Limited,,EQ,22-FEB-2021,10,1,INE052T01013,10
180,AAREYDRUGS,Aarey Drugs & Pharmaceuticals Limited,Pharmaceuticals,EQ,06-AUG-2021,10,1,INE198H01019,10
181,BAJAJHLDNG,Bajaj Holdings & Investment Limited,Finance - Investments,EQ,15-MAR-1995,10,1,INE118A01012,10
182,BFINVEST,BF Investment Limited,Power - Generation & Distribution,EQ,14-JAN-2011,5,1,INE878K01010,5
183,ADANIGREEN,Adani Green Energy Limited,Infrastructure - General,EQ,18-JUN-2018,10,1,INE364U01010,10
184,BHAGERIA,Bhageria Industries Limited,Dyes & Pigments,EQ,02-MAR-2016,5,1,INE354C01027,5
185,TATVA,Tatva Chintan Pharma Chem Limited,Pesticides & Agro Chemicals,EQ,29-JUL-2021,10,1,INE0GK401011,10
186,BHAGYANGR,Bhagyanagar India Limited,Cables - Telephone,EQ,17-MAY-2017,2,1,INE458B01036,2
187,BHAGYANGR,Bhagyanagar India Limited,Miscellaneous,EQ,17-MAY-2017,2,1,INE458B01036,2
188,BHANDARI,Bhandari Hosiery Exports Limited,Textiles - Hosiery & Knitwear,EQ,30-JAN-2017,1,1,INE474E01029,1
189,BEPL,Bhansali Engineering Polymers Limited,Petrochemicals,EQ,21-MAR-2005,1,1,INE922A01025,1
190,BBL,Bharat Bijlee Limited,,EQ,21-NOV-2006,10,1,INE464A01028,10
191,BBL,Bharat Bijlee Limited,Electric Equipment,EQ,21-NOV-2006,10,1,INE464A01028,10
192,BBL,Bharat Bijlee Limited,Miscellaneous,EQ,21-NOV-2006,10,1,INE464A01028,10
193,BBL,Bharat Bijlee Limited,Electricals,EQ,21-NOV-2006,10,1,INE464A01028,10
194,BBL,Bharat Bijlee Limited,Castings & Forgings,EQ,21-NOV-2006,10,1,INE464A01028,10
195,BBL,Bharat Bijlee Limited,Auto Ancillaries,EQ,21-NOV-2006,10,1,INE464A01028,10
196,ANURAS,Anupam Rasayan India Limited,Pesticides & Agro Chemicals,EQ,24-MAR-2021,10,1,INE930P01018,10
197,BBL,Bharat Bijlee Limited,Infrastructure - General,EQ,21-NOV-2006,10,1,INE464A01028,10
198,BBL,Bharat Bijlee Limited,Steel - Medium & Small,EQ,21-NOV-2006,10,1,INE464A01028,10
199,BHARTIARTL,Bharti Airtel Limited,Telecommunications - Service,EQ,15-FEB-2002,5,1,INE397D01024,5
200,BIL,Bhartiya International Limited,Leather Products,EQ,12-APR-2000,10,1,INE828A01016,10
201,BIGBLOC,Bigbloc Construction Limited,,EQ,02-SEP-2016,2,1,INE412U01025,2
202,BIOCON,Biocon Limited,Pharmaceuticals,EQ,07-APR-2004,5,1,INE376G01013,5
203,BIOFILCHEM,Biofil Chemicals & Pharmaceuticals Limited,Pharmaceuticals,EQ,12-JUN-1996,10,1,INE829A01014,10
204,ABCAPITAL,Aditya Birla Capital Limited,Cables - Telephone,EQ,01-SEP-2017,10,1,INE674K01013,10
205,ABCAPITAL,Aditya Birla Capital Limited,Cement - Major,EQ,01-SEP-2017,10,1,INE674K01013,10
206,AMBICAAGAR,Ambica Agarbathies & Aroma industries Limited,Packaging,BE,29-JUN-2004,10,1,INE792B01012,10
207,BLKASHYAP,B. L. Kashyap and Sons Limited,,EQ,17-MAR-2006,1,1,INE350H01032,1
208,BLBLIMITED,BLB Limited,Finance - Investments,EQ,31-MAY-2000,1,1,INE791A01024,1
209,BLISSGVS,Bliss GVS Pharma Limited,Pharmaceuticals,EQ,26-JUL-2010,1,1,INE416D01022,1
210,BLS,BLS International Services Limited,Miscellaneous,EQ,14-JUN-2016,1,1,INE153T01027,1
211,BLUECOAST,Blue Coast Hotels Limited,Finance - Investments,BE,16-FEB-2000,10,1,INE472B01011,10
212,BLUECOAST,Blue Coast Hotels Limited,Hotels,BE,16-FEB-2000,10,1,INE472B01011,10
213,BLUECOAST,Blue Coast Hotels Limited,Couriers,BE,16-FEB-2000,10,1,INE472B01011,10
214,BLUECOAST,Blue Coast Hotels Limited,Consumer Goods - White Goods,BE,16-FEB-2000,10,1,INE472B01011,10
215,ALKYLAMINE,Alkyl Amines Chemicals Limited,Dyes & Pigments,EQ,26-NOV-2007,2,1,INE150B01039,2
216,BBTC,Bombay Burmah Trading Corporation Limited,Plantations - Tea & Coffee,EQ,03-APR-1996,2,1,INE050A01025,2
217,BBTC,Bombay Burmah Trading Corporation Limited,Textiles - Processing,EQ,03-APR-1996,2,1,INE050A01025,2
218,BBTC,Bombay Burmah Trading Corporation Limited,Textiles - General,EQ,03-APR-1996,2,1,INE050A01025,2
219,BBTC,Bombay Burmah Trading Corporation Limited,Miscellaneous,EQ,03-APR-1996,2,1,INE050A01025,2
220,BOROLTD,Borosil Limited,Glass & Glass Products,EQ,22-JUL-2020,1,1,INE02PY01013,1
221,BOSCHLTD,Bosch Limited,Auto Ancillaries,EQ,12-MAY-2003,10,1,INE323A01026,10
222,BPL,BPL Limited,Consumer Goods - Electronic,EQ,14-JUN-1995,10,1,INE110A01019,10
223,BCONCEPTS,Brand Concepts Limited,,BE,11-JAN-2022,10,1,INE977Y01011,10
224,BRIGADE,Brigade Enterprises Limited,Construction & Contracting - Real Estate,EQ,31-DEC-2007,10,1,INE791I01019,10
225,SOLARINDS,Solar Industries India Limited,,EQ,03-APR-2006,2,1,INE343H01029,2
226,BCG,Brightcom Group Limited,Computers - Software Medium & Small,EQ,08-MAY-2015,2,1,INE425B01027,2
227,BRITANNIA,Britannia Industries Limited,Food Processing,EQ,05-NOV-1998,1,1,INE216A01030,1
228,BROOKS,Brooks Laboratories Limited,Pharmaceuticals,BE,05-SEP-2011,10,1,INE650L01011,10
229,20MICRONS,20 Microns Limited,Miscellaneous,EQ,06-OCT-2008,5,1,INE144J01027,5
230,BSL,BSL Limited,Textiles - Weaving,EQ,27-JUL-1995,10,1,INE594B01012,10
231,APCL,Anjani Portland Cement Limited,Cement - Major,EQ,10-APR-2017,10,1,INE071F01012,10
232,BUTTERFLY,Butterfly Gandhimathi Appliances Limited,Domestic Appliances,EQ,28-APR-2014,10,1,INE295F01017,10
233,AAREYDRUGS,Aarey Drugs & Pharmaceuticals Limited,Construction & Contracting - Civil,EQ,06-AUG-2021,10,1,INE198H01019,10
234,3MINDIA,3M India Limited,Computers - Software Medium & Small,EQ,13-AUG-2004,10,1,INE470A01017,10
235,CALSOFT,California Software Company Limited,Computers - Software Medium & Small,EQ,28-JUN-2000,10,1,INE526B01014,10
236,ATFL,Agro Tech Foods Limited,Computers - Software Medium & Small,EQ,06-DEC-2002,10,1,INE209A01019,10
237,CAMLINFINE,Camlin Fine Sciences Limited,Chemicals,EQ,20-JAN-2015,1,1,INE052I01032,1
238,CANFINHOME,Can Fin Homes Limited,Finance - Housing,EQ,10-MAY-1995,2,1,INE477A01020,2
239,AUBANK,AU Small Finance Bank Limited,Banks - Public Sector,EQ,10-JUL-2017,10,1,INE949L01017,10
240,ABFRL,Aditya Birla Fashion and Retail Limited,Retail,EQ,17-JUL-2013,10,1,INE647O01011,10
241,A2ZINFRA,A2Z Infra Engineering Limited,,EQ,23-DEC-2010,10,1,INE619I01012,10
242,5PAISA,5Paisa Capital Limited,Finance - Leasing & Hire Purchase,EQ,16-NOV-2017,10,1,INE618L01018,10
243,CAPLIPOINT,Caplin Point Laboratories Limited,Pharmaceuticals,EQ,23-JUN-2014,2,1,INE475E01026,2
244,ALMONDZ,Almondz Global Securities Limited,Finance - General,EQ,16-JUN-2008,6,1,INE326B01027,6
