,0,1,2,3,4,5,6,7,8,9,10
887,887,SANGAMIND,Sangam (India) Limited,Textiles,Textiles,EQ,17-Jul-96,10,1,INE495C01010,10
888,888,SANGHIIND,Sanghi Industries Limited,Cement - Products & Building Materials,Cement - Products & Building Materials,BE,10-May-95,10,1,INE999B01013,10
889,889,SANGHVIMOV,Sanghvi Movers Limited,Engineering - Heavy,Engineering - Heavy,EQ,24-Jan-07,2,1,INE989A01024,2
890,890,SANOFI,Sanofi India Limited,,,EQ,19-May-03,10,1,INE058A01010,10
891,891,SANWARIA,Sanwaria Consumer Limited,Personal Care,Personal Care,BZ,27-Mar-06,1,1,INE890C01046,1
892,892,SARDAEN,Sarda Energy & Minerals Limited,Steel,Steel,EQ,03-Dec-09,10,1,INE385C01013,10
893,893,SAREGAMA,Saregama India Limited,Entertainment,Entertainment,EQ,30-Jul-97,1,1,INE979A01025,1
894,894,SARLAPOLY,Sarla Performance Fibers Limited,Textiles - Processing,Textiles - Processing,EQ,19-Jan-07,1,1,INE453D01025,1
895,895,SASKEN,Sasken Technologies Limited,Computers,Computers,EQ,09-Sep-05,10,1,INE231F01020,10
896,896,SATHAISPAT,Sathavahana Ispat Limited,Steel,Steel,BE,27-Dec-06,10,1,INE176C01016,10
897,897,SATIN,Satin Creditcare Network Limited,,,EQ,26-Aug-15,10,1,INE836B01017,10
898,898,SBIN,State Bank of India,Banks - PSU,Banks - PSU,EQ,01-Mar-95,1,1,INE062A01020,1
899,899,SCHAND,S Chand And Company Limited,Miscellaneous,Miscellaneous,EQ,09-May-17,5,1,INE807K01035,5
900,900,SCHNEIDER,Schneider Electric Infrastructure Limited,,,EQ,20-Mar-12,2,1,INE839M01018,2
901,901,SCI,Shipping Corporation Of India Limited,Shipping,Shipping,EQ,13-Aug-97,10,1,INE109A01011,10
902,902,SDBL,Som Distilleries & Breweries Limited,Breweries & Distilleries,Breweries & Distilleries,EQ,18-Mar-14,5,1,INE480C01020,5
903,903,SEAMECLTD,Seamec Limited,Shipping,Shipping,EQ,28-Jun-95,10,1,INE497B01018,10
904,904,SELAN,Selan Exploration Technology Limited,Oil Drilling And Exploration,Oil Drilling And Exploration,EQ,26-Sep-06,10,1,INE818A01017,10
905,905,SEPOWER,S.E. Power Limited,,,EQ,27-Jul-12,10,1,INE735M01018,10
906,906,SEQUENT,Sequent Scientific Limited,Pharmaceuticals,Pharmaceuticals,EQ,10-Mar-16,2,1,INE807F01027,2
907,907,SESHAPAPER,Seshasayee Paper and Boards Limited,Paper,Paper,EQ,29-Mar-95,2,1,INE630A01024,2
908,908,SETCO,Setco Automotive Limited,,,EQ,01-Jul-16,2,1,INE878E01021,2
909,909,SFL,Sheela Foam Limited,Miscellaneous,Miscellaneous,EQ,09-Dec-16,5,1,INE916U01025,5
910,910,SGL,STL Global Limited,Textiles,Textiles,EQ,10-Apr-06,10,1,INE353H01010,10
911,911,SHAKTIPUMP,Shakti Pumps (India) Limited,,,EQ,29-Jan-15,10,1,INE908D01010,10
912,912,SHALPAINTS,Shalimar Paints Limited,Paints,Paints,EQ,03-Mar-08,2,1,INE849C01026,2
913,913,SHANKARA,Shankara Building Products Limited,Miscellaneous,Miscellaneous,EQ,05-Apr-17,10,1,INE274V01019,10
914,914,SHANTIGEAR,Shanthi Gears Limited,Engineering,Engineering,EQ,17-Jan-96,1,1,INE631A01022,1
915,915,SHARDACROP,Sharda Cropchem Limited,,,EQ,23-Sep-14,10,1,INE221J01015,10
916,916,SHARDAMOTR,Sharda Motor Industries Limited,,,EQ,03-Sep-15,2,1,INE597I01028,2
917,917,SHEMAROO,Shemaroo Entertainment Limited,Media & Entertainment,Media & Entertainment,EQ,01-Oct-14,10,1,INE363M01019,10
918,918,SHILPAMED,Shilpa Medicare Limited,Pharmaceuticals,Pharmaceuticals,EQ,03-Dec-09,1,1,INE790G01031,1
919,919,SHIVAMAUTO,Shivam Autotech Limited,Auto Ancl,Auto Ancl,EQ,21-Nov-06,2,1,INE637H01024,2
920,920,SHK,S H Kelkar and Company Limited,,,EQ,16-Nov-15,10,1,INE500L01026,10
921,921,SHOPERSTOP,Shoppers Stop Limited,Retail,Retail,EQ,23-May-05,5,1,INE498B01024,5
922,922,SHREECEM,SHREE CEMENT LIMITED,Cement,Cement,EQ,26-Apr-95,10,1,INE070A01015,10
923,923,SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,,,EQ,10-Sep-15,10,1,INE712K01011,10
924,924,SHREERAMA,Shree Rama Multi-Tech Limited,Packaging,Packaging,BE,13-Mar-00,5,1,INE879A01019,5
925,925,SHREYANIND,Shreyans Industries Limited,Paper,Paper,EQ,06-Nov-96,10,1,INE231C01019,10
926,926,SHREYAS,Shreyas Shipping & Logistics Limited,Shipping,Shipping,EQ,01-Mar-95,10,1,INE757B01015,10
927,927,SHRIRAMCIT,Shriram City Union Finance Limited,,,EQ,04-Apr-05,10,1,INE722A01011,10
928,928,SHYAMCENT,Shyam Century Ferrous Limited,Iron & Steel,Iron & Steel,EQ,28-Jul-15,1,1,INE979R01011,1
929,929,SHYAMTEL,Shyam Telecom Limited,Telecom,Telecom,BE,06-Nov-06,10,1,INE635A01023,10
930,930,SIEMENS,Siemens Limited,Infrastructure - General,Infrastructure - General,EQ,06-Sep-95,2,1,INE003A01024,2
931,931,SILINV,SIL Investments Limited,Finance - Investments,Finance - Investments,EQ,22-May-96,10,1,INE923A01015,10
932,932,SIMBHALS,Simbhaoli Sugars Limited,,,EQ,14-Mar-16,10,1,INE748T01016,10
933,933,SIMPLEXINF,Simplex Infrastructures Limited,Construction,Construction,EQ,09-Mar-04,2,1,INE059B01024,2
934,934,SITINET,Siti Networks Limited,,,EQ,10-Jan-07,1,1,INE965H01011,1
935,935,SIYSIL,Siyaram Silk Mills Limited,Textiles,Textiles,EQ,29-Jan-07,2,1,INE076B01028,2
936,936,SJVN,SJVN Limited,Power - Generation & Distribution,Power - Generation & Distribution,EQ,20-May-10,10,1,INE002L01015,10
937,937,SKFINDIA,SKF India Limited,Auto Ancl,Auto Ancl,EQ,27-Jan-99,10,1,INE640A01023,10
938,938,SKIPPER,Skipper Limited,Engineering,Engineering,EQ,27-May-15,1,1,INE439E01022,1
939,939,SMARTLINK,Smartlink Holdings Limited,Computers - Hardware,Computers - Hardware,EQ,11-Apr-01,2,1,INE178C01020,2
940,940,SMLISUZU,SML Isuzu Limited,Auto - LCVs & HCVs,Auto - LCVs & HCVs,EQ,29-Aug-03,10,1,INE294B01019,10
941,941,SMSPHARMA,SMS Pharmaceuticals Limited,Pharmaceuticals,Pharmaceuticals,EQ,28-Feb-07,1,1,INE812G01025,1
942,942,SNOWMAN,Snowman Logistics Limited,Transport & Logistics,Transport & Logistics,EQ,12-Sep-14,10,1,INE734N01019,10
943,943,SOBHA,Sobha Limited,Construction & Contracting - Real Estate,Construction & Contracting - Real Estate,EQ,20-Dec-06,10,1,INE671H01015,10
944,944,SOLARINDS,Solar Industries India Limited,Electric Equipment,Electric Equipment,EQ,03-Apr-06,2,1,INE343H01029,2
945,945,SOMANYCERA,Somany Ceramics Limited,Ceramics,Ceramics,EQ,22-Nov-95,2,1,INE355A01028,2
946,946,SOMICONVEY,Somi Conveyor Beltings Limited,Rubber,Rubber,BE,18-Jul-16,10,1,INE323J01019,10
947,947,SONATSOFTW,Sonata Software Limited,Computers - Software Medium & Small,Computers - Software Medium & Small,EQ,28-Jul-99,1,1,INE269A01021,1
948,948,SOTL,Savita Oil Technologies Limited,Petrochem,Petrochem,EQ,28-Jun-95,2,1,INE035D01020,2
949,949,SOUTHBANK,The South Indian Bank Limited,Diversified,Diversified,EQ,08-Dec-98,1,1,INE683A01023,1
950,950,SPAL,S. P. Apparels Limited,,,EQ,12-Aug-16,10,1,INE212I01016,10
951,951,SPARC,Sun Pharma Advanced Research Company Limited,Misc,Misc,EQ,18-Jul-07,1,1,INE232I01014,1
952,952,SPCENET,Spacenet Enterprises India Limited,,,BE,10-Jan-17,1,1,INE970N01027,1
953,953,SPIC,Southern Petrochemicals Industries Corporation  Limited,Fertilisers,Fertilisers,EQ,10-Jan-96,10,1,INE147A01011,10
954,954,SPLIL,SPL Industries Limited,Textiles,Textiles,EQ,26-Jul-05,10,1,INE978G01016,10
955,955,SREEL,Sreeleathers Limited,Leather Products,Leather Products,EQ,01-Jan-14,10,1,INE099F01013,10
956,956,SRF,SRF Limited,Diversified,Diversified,EQ,18-Aug-03,10,1,INE647A01010,10
957,957,SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,Chemicals,Chemicals,EQ,08-May-07,10,1,INE917H01012,10
958,958,SRTRANSFIN,Shriram Transport Finance Company Limited,Finance,Finance,EQ,11-Dec-96,10,1,INE721A01013,10
959,959,SSWL,Steel Strips Wheels Limited,Auto Ancillaries,Auto Ancillaries,EQ,06-Jun-05,5,1,INE802C01025,5
960,960,STAR,Strides Pharma Science Limited,Pharmaceuticals,Pharmaceuticals,EQ,02-Feb-00,10,1,INE939A01011,10
961,961,STARPAPER,Star Paper Mills Limited,Paper,Paper,EQ,13-Sep-95,10,1,INE733A01018,10
962,962,STCINDIA,The State Trading Corporation of India Limited,Trading,Trading,EQ,01-Apr-03,10,1,INE655A01013,10
963,963,STEL,Stel Holdings Limited,Finance,Finance,EQ,09-Feb-11,10,1,INE577L01016,10
964,964,STERTOOLS,Sterling Tools Limited,Fasteners,Fasteners,EQ,02-Feb-06,2,1,INE334A01023,2
965,965,SUBROS,Subros Limited,Auto Ancillaries,Auto Ancillaries,EQ,13-Jul-05,2,1,INE287B01021,2
966,966,SUDARSCHEM,Sudarshan Chemical Industries Limited,Dyes & Pigments,Dyes & Pigments,EQ,25-May-95,2,1,INE659A01023,2
967,967,SUMEETINDS,Sumeet Industries Limited,Textiles - Manmade,Textiles - Manmade,EQ,10-Dec-10,10,1,INE235C01010,10
968,968,SUMMITSEC,Summit Securities Limited,Finance - Investments,Finance - Investments,EQ,28-Jan-11,10,1,INE519C01017,10
969,969,SUNCLAYLTD,Sundaram Clayton Limited,Finance - General,Finance - General,EQ,23-Oct-12,5,1,INE105A01035,5
970,970,SUNDARAM,Sundaram Multi Pap Limited,,,EQ,02-Jun-10,1,1,INE108E01023,1
971,971,SUNDARMFIN,Sundaram Finance Limited,Finance,Finance,EQ,07-Jan-98,10,1,INE660A01013,10
972,972,SUNDRMBRAK,Sundaram Brake Linings Limited,,,EQ,17-Jul-96,10,1,INE073D01013,10
973,973,SUNDRMFAST,Sundram Fasteners Limited,Fasteners,Fasteners,EQ,07-Jun-00,1,1,INE387A01021,1
974,974,SUNFLAG,Sunflag Iron And Steel Company Limited,Steel - Rolling,Steel - Rolling,EQ,29-Sep-05,10,1,INE947A01014,10
975,975,SUNPHARMA,Sun Pharmaceutical Industries Limited,Pharmaceuticals,Pharmaceuticals,EQ,08-Feb-95,1,1,INE044A01036,1
976,976,SUNTECK,Sunteck Realty Limited,Construction,Construction,EQ,13-Nov-09,1,1,INE805D01034,1
977,977,SUNTV,Sun TV Network Limited,Entertainment,Entertainment,EQ,24-Apr-06,5,1,INE424H01027,5
978,978,SUPERHOUSE,Superhouse Limited,Leather Products,Leather Products,EQ,26-Sep-14,10,1,INE712B01010,10
979,979,SUPERSPIN,Super Spinning Mills Limited,Textiles,Textiles,EQ,08-Jul-04,1,1,INE662A01027,1
980,980,SUPRAJIT,Suprajit Engineering Limited,Auto Ancillaries,Auto Ancillaries,EQ,18-Feb-05,1,1,INE399C01030,1
981,981,SUPREMEIND,Supreme Industries Limited,Plastics,Plastics,EQ,19-Jul-95,2,1,INE195A01028,2
982,982,SUPREMEINF,Supreme Infrastructure India Limited,Construction,Construction,BE,18-Oct-07,10,1,INE550H01011,10
983,983,SURANASOL,Surana Solar Limited,,,EQ,07-Jan-11,5,1,INE272L01022,5
984,984,SURANAT&P,Surana Telecom and Power Limited,Cables,Cables,EQ,22-May-02,1,1,INE130B01031,1
985,985,SURYALAXMI,Suryalakshmi Cotton Mills Limited,Textiles - Spinning - Cotton Blended,Textiles - Spinning - Cotton Blended,EQ,15-Jun-05,10,1,INE713B01026,10
986,986,SURYAROSNI,Surya Roshni Limited,Steel - Tubes & Pipes,Steel - Tubes & Pipes,EQ,10-May-95,10,1,INE335A01012,10
987,987,SUTLEJTEX,Sutlej Textiles and Industries Limited,Textiles,Textiles,EQ,14-Dec-06,1,1,INE645H01027,1
988,988,SUVEN,Suven Life Sciences Limited,Pharmaceuticals,Pharmaceuticals,EQ,23-Oct-03,1,1,INE495B01038,1
989,989,SUZLON,Suzlon Energy Limited,Engineering,Engineering,EQ,19-Oct-05,2,1,INE040H01021,2
990,990,SWANENERGY,Swan Energy Limited,,,EQ,29-May-12,1,1,INE665A01038,1
991,991,SWARAJENG,Swaraj Engines Limited,Engines,Engines,EQ,06-Dec-95,10,1,INE277A01016,10
992,992,SWELECTES,Swelect Energy Systems Limited,,,EQ,09-May-06,10,1,INE409B01013,10
993,993,SYMPHONY,Symphony Limited,Consumer Goods - White Goods,Consumer Goods - White Goods,EQ,15-Jun-11,2,1,INE225D01027,2
994,994,SYNGENE,Syngene International Limited,Miscellaneous,Miscellaneous,EQ,11-Aug-15,10,1,INE398R01022,10
995,995,TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,Plastics,Plastics,EQ,27-Jul-95,10,1,INE123C01018,10
996,996,TAJGVK,Taj GVK Hotels & Resorts Limited,Hotels,Hotels,EQ,20-Dec-00,2,1,INE586B01026,2
997,997,TAKE,Take Solutions Limited,Computers,Computers,EQ,27-Aug-07,1,1,INE142I01023,1
998,998,TALBROAUTO,Talbros Automotive Components Limited,Auto Ancl,Auto Ancl,EQ,29-Sep-06,10,1,INE187D01011,10
999,999,TANLA,Tanla Platforms Limited,Computers - Software Medium & Small,Computers - Software Medium & Small,EQ,05-Jan-07,1,1,INE483C01032,1
1000,1000,TASTYBITE,Tasty Bite Eatables Limited,Food Processing,Food Processing,EQ,23-Mar-17,10,1,INE488B01017,10
1001,1001,TATACHEM,Tata Chemicals Limited,Steel - Pig Iron,Steel - Pig Iron,EQ,01-Apr-99,10,1,INE092A01019,10
1002,1002,TATACOFFEE,Tata Coffee Limited,Tea-Coffee,Tea-Coffee,EQ,16-Feb-00,1,1,INE493A01027,1
1003,1003,TATACOMM,Tata Communications Limited,Telecom,Telecom,EQ,12-Apr-95,10,1,INE151A01013,10
1004,1004,TATAELXSI,Tata Elxsi Limited,Computers,Computers,EQ,17-Sep-03,10,1,INE670A01012,10
1005,1005,TATAINVEST,Tata Investment Corporation Limited,Finance,Finance,EQ,24-Jun-98,10,1,INE672A01018,10
1006,1006,TATAMETALI,Tata Metaliks Limited,Steel,Steel,EQ,27-May-03,10,1,INE056C01010,10
1007,1007,TATAMOTORS,Tata Motors Limited,Auto,Auto,EQ,22-Jul-98,2,1,INE155A01022,2
1008,1008,TATAMTRDVR,Tata Motors Limited,Auto,Auto,EQ,05-Nov-08,2,1,IN9155A01020,2
1009,1009,TATAPOWER,Tata Power Company Limited,Power,Power,EQ,03-Apr-96,1,1,INE245A01021,1
1010,1010,TATASTEEL,Tata Steel Limited,Steel,Steel,EQ,18-Nov-98,1,1,INE081A01020,1
1011,1011,TBZ,Tribhovandas Bhimji Zaveri Limited,Diamond Cutting & Jewellery & Precious Metals,Diamond Cutting & Jewellery & Precious Metals,EQ,09-May-12,10,1,INE760L01018,10
1012,1012,TCI,Transport Corporation of India Limited,Transport,Transport,EQ,21-Jan-02,2,1,INE688A01022,2
1013,1013,TCIDEVELOP,TCI Developers Limited,,,EQ,19-Apr-11,10,1,INE662L01016,10
1014,1014,TCIEXP,TCI Express Limited,,,EQ,15-Dec-16,2,1,INE586V01016,2
1015,1015,TCS,Tata Consultancy Services Limited,Computers,Computers,EQ,25-Aug-04,1,1,INE467B01029,1
1016,1016,TDPOWERSYS,TD Power Systems Limited,,,EQ,08-Sep-11,10,1,INE419M01019,10
1017,1017,TEAMLEASE,Teamlease Services Limited,,,EQ,12-Feb-16,10,1,INE985S01024,10
1018,1018,TECHM,Tech Mahindra Limited,Computers,Computers,EQ,28-Aug-06,5,1,INE669C01036,5
1019,1019,TERASOFT,Tera Software Limited,,,EQ,29-Dec-16,10,1,INE482B01010,10
1020,1020,TEXINFRA,Texmaco Infrastructure & Holdings Limited,,,EQ,09-Sep-04,1,1,INE435C01024,1
1021,1021,TEXRAIL,Texmaco Rail & Engineering Limited,,,EQ,03-Mar-11,1,1,INE621L01012,1
1022,1022,TFCILTD,Tourism Finance Corporation of India Limited,Finance,Finance,EQ,26-Jul-00,10,1,INE305A01015,10
1023,1023,TGBHOTELS,TGB Banquets And Hotels Limited,Hotels,Hotels,EQ,17-May-07,10,1,INE797H01018,10
1024,1024,THANGAMAYL,Thangamayil Jewellery Limited,Diamond Cutting & Jewellery & Precious Metals,Diamond Cutting & Jewellery & Precious Metals,EQ,19-Feb-10,10,1,INE085J01014,10
1025,1025,THEMISMED,Themis Medicare Limited,Pharmaceuticals,Pharmaceuticals,EQ,02-Apr-07,10,1,INE083B01016,10
1026,1026,THERMAX,Thermax Limited,Infrastructure - General,Infrastructure - General,EQ,30-Aug-95,2,1,INE152A01029,2
1027,1027,THOMASCOOK,Thomas Cook  (India)  Limited,Textiles - Synthetic & Silk,Textiles - Synthetic & Silk,EQ,07-Jun-00,1,1,INE332A01027,1
1028,1028,THYROCARE,Thyrocare Technologies Limited,Hospitals & Medical Services,Hospitals & Medical Services,EQ,09-May-16,10,1,INE594H01019,10
1029,1029,TI,Tilaknagar Industries Limited,Breweries & Distilleries,Breweries & Distilleries,EQ,16-Jul-10,10,1,INE133E01013,10
1030,1030,TIDEWATER,Tide Water Oil Company (India) Limited,Auto Ancl,Auto Ancl,EQ,16-Jan-07,2,1,INE484C01030,2
1031,1031,TIIL,Technocraft Industries (India) Limited,Steel - Medium & Small,Steel - Medium & Small,EQ,12-Feb-07,10,1,INE545H01011,10
1032,1032,TIL,TIL Limited,Engineering,Engineering,EQ,27-Sep-95,10,1,INE806C01018,10
1033,1033,TIMETECHNO,Time Technoplast Limited,Packaging,Packaging,EQ,13-Jun-07,1,1,INE508G01029,1
1034,1034,TIMKEN,Timken India Limited,Bearings,Bearings,EQ,06-Feb-07,10,1,INE325A01013,10
1035,1035,TINPLATE,The Tinplate Company of India Limited,Metals - Non Ferrous,Metals - Non Ferrous,EQ,27-Jan-06,10,1,INE422C01014,10
1036,1036,TIPSINDLTD,TIPS Industries Limited,Entertainment,Entertainment,EQ,10-Nov-00,10,1,INE716B01011,10
1037,1037,TIRUMALCHM,Thirumalai Chemicals Limited,Chemicals,Chemicals,EQ,14-May-03,1,1,INE338A01024,1
1038,1038,TITAN,Titan Company Limited,Misc,Misc,EQ,24-Sep-04,1,1,INE280A01028,1
1039,1039,TNPETRO,Tamilnadu PetroProducts Limited,Detergents,Detergents,EQ,27-Oct-99,10,1,INE148A01019,10
1040,1040,TNPL,Tamil Nadu Newsprint & Papers Limited,Paper,Paper,EQ,14-Feb-96,10,1,INE107A01015,10
1041,1041,TOKYOPLAST,Tokyo Plast International Limited,Plastics,Plastics,EQ,11-Oct-95,10,1,INE932C01012,10
1042,1042,TORNTPHARM,Torrent Pharmaceuticals Limited,Pharmaceuticals,Pharmaceuticals,EQ,25-Nov-02,5,1,INE685A01028,5
1043,1043,TORNTPOWER,Torrent Power Limited,Power,Power,EQ,28-Nov-06,10,1,INE813H01021,10
1044,1044,TPLPLASTEH,TPL Plastech Limited,Plastics,Plastics,EQ,20-May-15,10,1,INE413G01014,10
1045,1045,TREEHOUSE,Tree House Education & Accessories Limited,,,EQ,26-Aug-11,10,1,INE040M01013,10
1046,1046,TRENT,Trent Limited,Retail,Retail,EQ,07-Jun-04,1,1,INE849A01020,1
1047,1047,TRF,TRF Limited,Engineering - Heavy,Engineering - Heavy,EQ,26-Mar-10,10,1,INE391D01019,10
1048,1048,TRIDENT,Trident Limited,Textiles - Spinning - Cotton Blended,Textiles - Spinning - Cotton Blended,EQ,21-Feb-01,1,1,INE064C01022,1
1049,1049,TRIGYN,Trigyn Technologies Limited,Computers,Computers,EQ,09-Apr-98,10,1,INE948A01012,10
1050,1050,TRIL,Transformers And Rectifiers (India) Limited,,,EQ,28-Dec-07,1,1,INE763I01026,1
1051,1051,TRITURBINE,Triveni Turbine Limited,Electric Equipment,Electric Equipment,EQ,28-Oct-11,1,1,INE152M01016,1
1052,1052,TRIVENI,Triveni Engineering & Industries Limited,Sugar,Sugar,EQ,13-Dec-05,1,1,INE256C01024,1
1053,1053,TTKHLTCARE,TTK Healthcare Limited,,,EQ,02-Dec-15,10,1,INE910C01018,10
1054,1054,TTKPRESTIG,TTK Prestige Limited,Appliances,Appliances,EQ,22-Dec-99,1,1,INE690A01028,1
1055,1055,TTL,T T Limited,Textiles,Textiles,EQ,22-Feb-07,10,1,INE592B01016,10
1056,1056,TTML,Tata Teleservices (Maharashtra) Limited,Telecom,Telecom,BE,20-Oct-00,10,1,INE517B01013,10
1057,1057,TV18BRDCST,TV18 Broadcast Limited,Entertainment,Entertainment,EQ,08-Feb-07,2,1,INE886H01027,2
1058,1058,TVSELECT,TVS Electronics Limited,Tyres,Tyres,EQ,26-Dec-03,10,1,INE236G01019,10
1059,1059,TVSMOTOR,TVS Motor Company Limited,Auto,Auto,EQ,02-Aug-00,1,1,INE494B01023,1
1060,1060,TVSSRICHAK,TVS Srichakra Limited,Auto Ancl,Auto Ancl,EQ,13-Feb-07,10,1,INE421C01016,10
1061,1061,TVTODAY,TV Today Network Limited,Entertainment,Entertainment,EQ,16-Jan-04,5,1,INE038F01029,5
1062,1062,TVVISION,TV Vision Limited,,,BE,15-Sep-16,10,1,INE871L01013,10
1063,1063,TWL,Titagarh Wagons Limited,Engineering,Engineering,BE,21-Apr-08,2,1,INE615H01020,2
1064,1064,UBL,United Breweries Limited,,,EQ,28-Jul-08,1,1,INE686F01025,1
1065,1065,UCALFUEL,Ucal Fuel Systems Limited,Auto Ancillaries,Auto Ancillaries,EQ,13-Sep-95,10,1,INE139B01016,10
1066,1066,UCOBANK,UCO Bank,Banks - PSU,Banks - PSU,EQ,09-Oct-03,10,1,INE691A01018,10
1067,1067,UFLEX,UFLEX Limited,Packaging,Packaging,EQ,23-Aug-95,10,1,INE516A01017,10
1068,1068,UFO,UFO Moviez India Limited,Media & Entertainment,Media & Entertainment,EQ,14-May-15,10,1,INE527H01019,10
1069,1069,UGARSUGAR,The Ugar Sugar Works Limited,Sugar,Sugar,EQ,23-Aug-10,1,1,INE071E01023,1
1070,1070,UJAAS,Ujaas Energy Limited,,,BE,20-Oct-11,1,1,INE899L01022,1
1071,1071,UJJIVAN,Ujjivan Financial Services Limited,Finance - General,Finance - General,EQ,10-May-16,10,1,INE334L01012,10
1072,1072,ULTRACEMCO,UltraTech Cement Limited,Cement,Cement,EQ,24-Aug-04,10,1,INE481G01011,10
1073,1073,UMANGDAIRY,Umang Dairies Limited,Food Processing,Food Processing,EQ,02-Dec-15,5,1,INE864B01027,5
1074,1074,UNICHEMLAB,Unichem Laboratories Limited,Pharmaceuticals,Pharmaceuticals,EQ,07-Feb-01,2,1,INE351A01035,2
1075,1075,UNIENTER,Uniphos Enterprises Limited,Trading,Trading,EQ,23-Jan-04,2,1,INE037A01022,2
1076,1076,UNIONBANK,Union Bank of India,Banks - PSU,Banks - PSU,EQ,24-Sep-02,10,1,INE692A01016,10
1077,1077,UNITECH,Unitech Limited,Construction & Contracting - Civil,Construction & Contracting - Civil,BZ,08-Sep-99,2,1,INE694A01020,2
1078,1078,UNITEDTEA,The United Nilgiri Tea Estates Company Limited,,,EQ,28-Jan-15,10,1,INE458F01011,10
1079,1079,UNIVCABLES,Universal Cables Limited,Cables,Cables,EQ,17-May-95,10,1,INE279A01012,10
1080,1080,UPL,UPL Limited,Chemicals,Chemicals,EQ,23-Jan-04,2,1,INE628A01036,2
1081,1081,USHAMART,Usha Martin Limited,Steel,Steel,EQ,11-Oct-00,1,1,INE228A01035,1
1082,1082,UTTAMSTL,Uttam Galva Steels Limited,Steel - GP & GC Sheets,Steel - GP & GC Sheets,BE,25-May-95,10,1,INE699A01011,10
1083,1083,UTTAMSUGAR,Uttam Sugar Mills Limited,Sugar,Sugar,EQ,10-Apr-06,10,1,INE786F01031,10
1084,1084,V2RETAIL,V2 Retail Limited,,,EQ,04-Jul-07,10,1,INE945H01013,10
1085,1085,VADILALIND,Vadilal Industries Limited,Food Processing,Food Processing,EQ,15-Jun-11,10,1,INE694D01016,10
1086,1086,VAKRANGEE,Vakrangee Limited,Computers - Software Medium & Small,Computers - Software Medium & Small,EQ,03-Apr-06,1,1,INE051B01021,1
1087,1087,VARDHACRLC,Vardhman Acrylics Limited,Textiles - Spinning - Cotton Blended,Textiles - Spinning - Cotton Blended,EQ,30-Sep-03,10,1,INE116G01013,10
1088,1088,VARDMNPOLY,Vardhman Polytex Limited,Textiles - Readymade Apparels,Textiles - Readymade Apparels,EQ,12-May-03,10,1,INE835A01011,10
1089,1089,VASCONEQ,Vascon Engineers Limited,,,EQ,15-Feb-10,10,1,INE893I01013,10
1090,1090,VASWANI,Vaswani Industries Limited,Steel - Sponge Iron,Steel - Sponge Iron,EQ,20-Sep-11,10,1,INE590L01019,10
1091,1091,VBL,Varun Beverages Limited,Food Processing,Food Processing,EQ,08-Nov-16,10,1,INE200M01013,10
1092,1092,VEDL,Vedanta Limited,Mining & Minerals,Mining & Minerals,EQ,13-May-98,1,1,INE205A01025,1
1093,1093,VENKEYS,Venky's (India) Limited,Misc,Misc,EQ,28-Jul-03,10,1,INE398A01010,10
1094,1094,VENUSREM,Venus Remedies Limited,Pharmaceuticals,Pharmaceuticals,EQ,20-Dec-06,10,1,INE411B01019,10
1095,1095,VESUVIUS,Vesuvius India Limited,Misc,Misc,EQ,04-Oct-02,10,1,INE386A01015,10
1096,1096,VETO,Veto Switchgears And Cables Limited,Electric Equipment,Electric Equipment,EQ,29-Apr-15,10,1,INE918N01018,10
1097,1097,VGUARD,V-Guard Industries Limited,Electric Equipment,Electric Equipment,EQ,13-Mar-08,1,1,INE951I01027,1
1098,1098,VHL,Vardhman Holdings Limited,Finance,Finance,EQ,30-Jun-05,10,1,INE701A01023,10
1099,1099,VIDHIING,Vidhi Specialty Food Ingredients Limited,Dyes & Pigments,Dyes & Pigments,EQ,02-Mar-16,1,1,INE632C01026,1
1100,1100,VIKASECO,Vikas EcoTech Limited,,,EQ,12-Dec-11,1,1,INE806A01020,1
1101,1101,VIMTALABS,Vimta Labs Limited,Misc,Misc,EQ,15-Dec-05,2,1,INE579C01029,2
1102,1102,VINATIORGA,Vinati Organics Limited,Chemicals,Chemicals,EQ,28-Jul-09,1,1,INE410B01037,1
1103,1103,VINDHYATEL,Vindhya Telelinks Limited,Cables - Telephone,Cables - Telephone,EQ,08-Feb-95,10,1,INE707A01012,10
1104,1104,VINYLINDIA,Vinyl Chemicals (India) Limited,Chemicals,Chemicals,BE,21-Jul-08,1,1,INE250B01029,1
1105,1105,VIPCLOTHNG,VIP Clothing Limited,,,EQ,06-Aug-07,2,1,INE450G01024,2
1106,1106,VIPIND,VIP Industries Limited,Plastics,Plastics,EQ,02-Mar-05,2,1,INE054A01027,2
1107,1107,VIPULLTD,Vipul Limited,,,EQ,23-Apr-15,1,1,INE946H01037,1
1108,1108,VISAKAIND,Visaka Industries Limited,Cement - Products & Building Materials,Cement - Products & Building Materials,EQ,28-Aug-96,10,1,INE392A01013,10
1109,1109,VISASTEEL,Visa Steel Limited,Steel,Steel,EQ,17-Mar-06,10,1,INE286H01012,10
1110,1110,VISHNU,Vishnu Chemicals Limited,,,EQ,05-Mar-15,10,1,INE270I01014,10
