,0,1,2,3,4,5,6,7,8,9,10
438,438,IFBAGRO,IFB Agro Industries Limited,Chemicals,Chemicals,EQ,03-Apr-96,10,1,INE076C01018,10
439,439,IFBIND,IFB Industries Limited,Consumer Goods,Consumer Goods,EQ,29-Mar-95,10,1,INE559A01017,10
440,440,IFCI,IFCI Limited,Finance - Term Lending Institutions,Finance - Term Lending Institutions,EQ,26-Apr-95,10,1,INE039A01010,10
441,441,IGARASHI,Igarashi Motors India Limited,Electric,Electric,EQ,09-Oct-03,10,1,INE188B01013,10
442,442,IGL,Indraprastha Gas Limited,Hospitals & Medical Services,Hospitals & Medical Services,EQ,26-Dec-03,2,1,INE203G01027,2
443,443,IGPL,IG Petrochemicals Limited,Chemicals,Chemicals,EQ,29-Jan-07,10,1,INE204A01010,10
444,444,IIFL,IIFL Finance Limited,Finance,Finance,EQ,17-May-05,2,1,INE530B01024,2
445,445,IITL,Industrial Investment Trust Limited,Finance,Finance,EQ,17-Aug-10,10,1,INE886A01014,10
446,446,IL&FSENGG,IL&FS Engineering and Construction Company Limited,Construction,Construction,BZ,25-Oct-07,10,1,INE369I01014,10
447,447,IL&FSTRANS,IL&FS Transportation Networks Limited,Construction,Construction,BZ,30-Mar-10,10,1,INE975G01012,10
448,448,IMFA,Indian Metals & Ferro Alloys Limited,Steel - Pig Iron,Steel - Pig Iron,EQ,23-Jul-10,10,1,INE919H01018,10
449,449,IMPAL,India Motor Parts and Accessories Limited,Auto - 2 & 3 Wheelers,Auto - 2 & 3 Wheelers,EQ,07-Oct-05,10,1,INE547E01014,10
450,450,IMPEXFERRO,Impex Ferro Tech Limited,Mining & Minerals,Mining & Minerals,EQ,03-Feb-05,10,1,INE691G01015,10
451,451,INDBANK,Indbank Merchant Banking Services Limited,Finance - General,Finance - General,EQ,08-Oct-08,10,1,INE841B01017,10
452,452,INDHOTEL,The Indian Hotels Company Limited,Hotels,Hotels,EQ,03-Jul-96,1,1,INE053A01029,1
453,453,INDIACEM,The India Cements Limited,Cement,Cement,EQ,31-May-00,10,1,INE383A01012,10
454,454,INDIAGLYCO,India Glycols Limited,Chemicals,Chemicals,EQ,01-Jul-05,10,1,INE560A01015,10
455,455,INDIANB,Indian Bank,Banks - PSU,Banks - PSU,EQ,01-Mar-07,10,1,INE562A01011,10
456,456,INDIANCARD,Indian Card Clothing Company Limited,Textiles - Readymade Apparels,Textiles - Readymade Apparels,EQ,08-Jan-97,10,1,INE061A01014,10
457,457,INDIANHUME,Indian Hume Pipe Company Limited,Cement,Cement,EQ,30-Aug-95,2,1,INE323C01030,2
458,458,INDIGO,InterGlobe Aviation Limited,Transport,Transport,EQ,10-Nov-15,10,1,INE646L01027,10
459,459,INDLMETER,IMP Powers Limited,Electric Equipment,Electric Equipment,BE,10-Jan-96,10,1,INE065B01013,10
460,460,INDNIPPON,India Nippon Electricals Limited,,,EQ,07-May-97,5,1,INE092B01025,5
461,461,INDOCO,Indoco Remedies Limited,Pharmaceuticals,Pharmaceuticals,EQ,14-Jan-05,2,1,INE873D01024,2
462,462,INDORAMA,Indo Rama Synthetics (India) Limited,Packaging,Packaging,EQ,20-Jun-03,10,1,INE156A01020,10
463,463,INDOTECH,Indo Tech Transformers Limited,Power - Transmission & Equipment,Power - Transmission & Equipment,EQ,16-Mar-06,10,1,INE332H01014,10
464,464,INDOTHAI,Indo Thai Securities Limited,Finance,Finance,EQ,02-Nov-11,10,1,INE337M01013,10
465,465,INDOWIND,Indowind Energy Limited,Power,Power,BE,14-Sep-07,10,1,INE227G01018,10
466,466,INDRAMEDCO,Indraprastha Medical Corporation Limited,Hospitals & Medical Services,Hospitals & Medical Services,EQ,17-Apr-97,10,1,INE681B01017,10
467,467,INDSWFTLAB,Ind-Swift Laboratories Limited,Pharmaceuticals,Pharmaceuticals,EQ,02-Jul-97,10,1,INE915B01019,10
468,468,INDTERRAIN,Indian Terrain Fashions Limited,Textiles,Textiles,EQ,11-Mar-11,2,1,INE611L01021,2
469,469,INDUSINDBK,IndusInd Bank Limited,Banks - Private,Banks - Private,EQ,28-Jan-98,10,1,INE095A01012,10
470,470,INEOSSTYRO,INEOS Styrolution India Limited,Petrochemicals,Petrochemicals,EQ,29-Mar-95,10,1,INE189B01011,10
471,471,INFIBEAM,Infibeam Avenues Limited,,,EQ,04-Apr-16,1,1,INE483S01020,1
472,472,INFY,Infosys Limited,Computers - Software,Computers - Software,EQ,08-Feb-95,5,1,INE009A01021,5
473,473,INGERRAND,Ingersoll Rand (India) Limited,Compressors,Compressors,EQ,15-Apr-99,10,1,INE177A01018,10
474,474,INOXLEISUR,INOX Leisure Limited,Media & Entertainment,Media & Entertainment,EQ,23-Feb-06,10,1,INE312H01016,10
475,475,INOXWIND,Inox Wind Limited,Power - Generation & Distribution,Power - Generation & Distribution,EQ,09-Apr-15,10,1,INE066P01011,10
476,476,INSECTICID,Insecticides (India) Limited,Pesticides & Agro Chemicals,Pesticides & Agro Chemicals,EQ,30-May-07,10,1,INE070I01018,10
477,477,INTELLECT,Intellect Design Arena Limited,Computers - Software,Computers - Software,EQ,18-Dec-14,5,1,INE306R01017,5
478,478,INTENTECH,Intense Technologies Limited,,,EQ,23-Mar-17,2,1,INE781A01025,2
479,479,INVENTURE,Inventure Growth & Securities Limited,Finance - Investments,Finance - Investments,EQ,04-Aug-11,1,1,INE878H01024,1
480,480,IOB,Indian Overseas Bank,Banks - PSU,Banks - PSU,EQ,07-Dec-00,10,1,INE565A01014,10
481,481,IOC,Indian Oil Corporation Limited,Refineries,Refineries,EQ,24-Jul-96,10,1,INE242A01010,10
482,482,IOLCP,IOL Chemicals and Pharmaceuticals Limited,Chemicals,Chemicals,EQ,08-Nov-10,10,1,INE485C01011,10
483,483,IPCALAB,IPCA Laboratories Limited,Pharmaceuticals,Pharmaceuticals,EQ,08-Feb-95,1,1,INE571A01038,1
484,484,IRB,IRB Infrastructure Developers Limited,Construction & Contracting - Real Estate,Construction & Contracting - Real Estate,EQ,25-Feb-08,10,1,INE821I01014,10
485,485,ISFT,Intrasoft Technologies Limited,Computers,Computers,EQ,12-Apr-10,10,1,INE566K01011,10
486,486,ISMTLTD,ISMT Limited,Steel - Rolling,Steel - Rolling,EQ,28-Aug-07,5,1,INE732F01019,5
487,487,ITC,ITC Limited,,,EQ,23-Aug-95,1,1,INE154A01025,1
488,488,ITDC,India Tourism Development Corporation Limited,,,EQ,30-Dec-16,10,1,INE353K01014,10
489,489,ITDCEM,ITD Cementation India Limited,Construction & Contracting - Civil,Construction & Contracting - Civil,EQ,10-Feb-99,1,1,INE686A01026,1
490,490,ITI,ITI Limited,Telecommunications - Equipment,Telecommunications - Equipment,EQ,15-Sep-03,10,1,INE248A01017,10
491,491,IVC,IL&FS Investment Managers Limited,Finance,Finance,EQ,15-Sep-99,2,1,INE050B01023,2
492,492,IVP,IVP Limited,Vanaspati & Oils,Vanaspati & Oils,EQ,13-Sep-95,10,1,INE043C01018,10
493,493,IZMO,IZMO Limited,Computers - Software Medium & Small,Computers - Software Medium & Small,EQ,05-Feb-07,10,1,INE848A01014,10
494,494,J&KBANK,The Jammu & Kashmir Bank Limited,Banks - Private,Banks - Private,EQ,22-Jul-98,1,1,INE168A01041,1
495,495,JAGRAN,Jagran Prakashan Limited,Printing,Printing,EQ,22-Feb-06,2,1,INE199G01027,2
496,496,JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,Pharmaceuticals,Pharmaceuticals,EQ,01-Mar-00,5,1,INE048B01027,5
497,497,JAIBALAJI,Jai Balaji Industries Limited,Steel,Steel,EQ,09-Dec-03,10,1,INE091G01018,10
498,498,JAICORPLTD,Jai Corp Limited,Steel,Steel,EQ,26-Nov-97,1,1,INE070D01027,1
499,499,JAMNAAUTO,Jamna Auto Industries Limited,Auto Ancl,Auto Ancl,EQ,10-Dec-10,1,1,INE039C01032,1
500,500,JAYAGROGN,Jayant Agro Organics Limited,Chemicals,Chemicals,EQ,17-Apr-96,5,1,INE785A01026,5
501,501,JAYBARMARU,Jay Bharat Maruti Limited,Auto - Cars & Jeeps,Auto - Cars & Jeeps,EQ,03-Jan-96,5,1,INE571B01028,5
502,502,JAYNECOIND,Jayaswal Neco Industries Limited,Castings & Forgings,Castings & Forgings,EQ,10-May-95,10,1,INE854B01010,10
503,503,JAYSREETEA,Jayshree Tea & Industries Limited,Tea-Coffee,Tea-Coffee,EQ,15-Feb-95,5,1,INE364A01020,5
504,504,JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,Pharmaceuticals,Pharmaceuticals,EQ,29-Apr-03,2,1,INE572A01028,2
505,505,JBFIND,JBF Industries Limited,Textiles,Textiles,EQ,25-Feb-04,10,1,INE187A01017,10
506,506,JBMA,JBM Auto Limited,Auto Ancl,Auto Ancl,EQ,17-Dec-04,2,1,INE927D01044,2
507,507,JCHAC,Johnson Controls - Hitachi Air Conditioning India Limited,Cement - Major,Cement - Major,EQ,03-Jan-00,10,1,INE782A01015,10
508,508,JETAIRWAYS,Jet Airways (India) Limited,Miscellaneous,Miscellaneous,BZ,14-Mar-05,10,1,INE802G01018,10
509,509,JINDALPOLY,Jindal Poly Films Limited,Textiles - Spinning - Cotton Blended,Textiles - Spinning - Cotton Blended,EQ,21-Jan-02,10,1,INE197D01010,10
510,510,JINDALSAW,Jindal Saw Limited,Steel,Steel,EQ,29-Apr-03,2,1,INE324A01024,2
511,511,JINDALSTEL,Jindal Steel & Power Limited,Steel - Large,Steel - Large,EQ,29-Dec-99,1,1,INE749A01030,1
512,512,JINDRILL,Jindal Drilling And Industries Limited,,,EQ,22-Dec-06,5,1,INE742C01031,5
513,513,JINDWORLD,Jindal Worldwide Limited,Textiles,Textiles,EQ,25-Nov-10,1,1,INE247D01039,1
514,514,JISLDVREQS,Jain Irrigation Systems Limited,Plastics,Plastics,EQ,30-Nov-11,2,1,IN9175A01010,2
515,515,JISLJALEQS,Jain Irrigation Systems Limited,Misc,Misc,EQ,13-Aug-01,2,1,INE175A01038,2
516,516,JKCEMENT,JK Cement Limited,Cement - Major,Cement - Major,EQ,14-Mar-06,10,1,INE823G01014,10
517,517,JKIL,J.Kumar Infraprojects Limited,Construction,Construction,EQ,12-Feb-08,5,1,INE576I01022,5
518,518,JKLAKSHMI,JK Lakshmi Cement Limited,Fasteners,Fasteners,EQ,19-Jun-06,5,1,INE786A01032,5
519,519,JKPAPER,JK Paper Limited,Paper,Paper,EQ,16-Jun-05,10,1,INE789E01012,10
520,520,JKTYRE,JK Tyre & Industries Limited,Auto Ancl,Auto Ancl,EQ,19-Mar-07,2,1,INE573A01042,2
521,521,JMA,Jullundur Motor Agency (Delhi) Limited,Auto Ancl,Auto Ancl,EQ,16-Mar-15,2,1,INE412C01023,2
522,522,JMCPROJECT,JMC Projects (India)  Limited,Construction,Construction,EQ,26-Nov-07,2,1,INE890A01024,2
523,523,JMFINANCIL,JM Financial Limited,Finance,Finance,EQ,10-Oct-06,1,1,INE780C01023,1
524,524,JOCIL,Jocil Limited,Chemicals,Chemicals,EQ,08-Oct-08,10,1,INE839G01010,10
525,525,JPASSOCIAT,Jaiprakash Associates Limited,Power - Generation & Distribution,Power - Generation & Distribution,EQ,14-Jun-04,2,1,INE455F01025,2
526,526,JPINFRATEC,Jaypee Infratech Limited,Construction - Residential & Commercial Complexes,Construction - Residential & Commercial Complexes,BE,21-May-10,10,1,INE099J01015,10
527,527,JPOLYINVST,Jindal Poly Investment and Finance Company Limited,Finance,Finance,EQ,11-Nov-13,10,1,INE147P01019,10
528,528,JPPOWER,Jaiprakash Power Ventures Limited,Power,Power,EQ,18-Apr-05,10,1,INE351F01018,10
529,529,JSL,Jindal Stainless Limited,Steel,Steel,EQ,17-Nov-03,2,1,INE220G01021,2
530,530,JSLHISAR,Jindal Stainless (Hisar) Limited,,,EQ,28-Jan-16,2,1,INE455T01018,2
531,531,JSWENERGY,JSW Energy Limited,Power,Power,EQ,04-Jan-10,10,1,INE121E01018,10
532,532,JSWHL,JSW Holdings Limited,Finance,Finance,EQ,21-Jun-05,10,1,INE824G01012,10
533,533,JSWSTEEL,JSW Steel Limited,Steel,Steel,EQ,23-Mar-05,1,1,INE019A01038,1
534,534,JUBLFOOD,Jubilant Foodworks Limited,Pharmaceuticals,Pharmaceuticals,EQ,08-Feb-10,2,1,INE797F01020,2
535,535,JUBLINDS,Jubilant Industries Limited,Agro,Agro,BE,14-Feb-11,10,1,INE645L01011,10
536,536,JUSTDIAL,Just Dial Limited,Miscellaneous,Miscellaneous,EQ,05-Jun-13,10,1,INE599M01018,10
537,537,JYOTHYLAB,Jyothy Labs Limited,Pharmaceuticals,Pharmaceuticals,EQ,19-Dec-07,1,1,INE668F01031,1
538,538,JYOTISTRUC,Jyoti Structures Limited,Power - Transmission & Equipment,Power - Transmission & Equipment,BZ,19-Jul-95,2,1,INE197A01024,2
539,539,KABRAEXTRU,Kabra Extrusion Technik Limited,Engineering - Heavy,Engineering - Heavy,EQ,06-Sep-95,5,1,INE900B01029,5
540,540,KAJARIACER,Kajaria Ceramics Limited,Ceramics & Granite,Ceramics & Granite,EQ,01-Jun-04,1,1,INE217B01036,1
541,541,KAKATCEM,Kakatiya Cement Sugar & Industries Limited,Cement,Cement,EQ,13-Dec-95,10,1,INE437B01014,10
542,542,KALPATPOWR,Kalpataru Power Transmission Limited,Power,Power,EQ,15-Dec-00,2,1,INE220B01022,2
543,543,KAMATHOTEL,Kamat Hotels (I) Limited,Hotels,Hotels,BE,29-May-96,10,1,INE967C01018,10
544,544,KAMDHENU,Kamdhenu Limited,Steel - Medium & Small,Steel - Medium & Small,BE,09-May-06,10,1,INE390H01012,10
545,545,KANANIIND,Kanani Industries Limited,Diamond Cutting & Jewellery & Precious Metals,Diamond Cutting & Jewellery & Precious Metals,EQ,14-Dec-11,1,1,INE879E01037,1
546,546,KANORICHEM,Kanoria Chemicals & Industries Limited,Chemicals,Chemicals,EQ,08-Feb-95,5,1,INE138C01024,5
547,547,KANSAINER,Kansai Nerolac Paints Limited,Paints & Varnishes,Paints & Varnishes,EQ,15-Sep-03,1,1,INE531A01024,1
548,548,KARMAENG,Karma Energy Limited,Power,Power,BE,28-Jun-11,10,1,INE725L01011,10
549,549,KARURVYSYA,Karur Vysya Bank Limited,Banks - Private Sector,Banks - Private Sector,EQ,26-Jul-00,2,1,INE036D01028,2
550,550,KAUSHALYA,Kaushalya Infrastructure Development Corporation Limited,Construction,Construction,EQ,14-Dec-07,10,1,INE234I01010,10
551,551,KAVVERITEL,Kavveri Telecom Products Limited,Telecommunications - Service,Telecommunications - Service,EQ,29-Jan-08,10,1,INE641C01019,10
552,552,KAYA,Kaya Limited,Miscellaneous,Miscellaneous,EQ,14-Aug-15,10,1,INE587G01015,10
553,553,KCP,KCP Limited,Cement - Major,Cement - Major,EQ,09-Apr-97,1,1,INE805C01028,1
554,554,KCPSUGIND,KCP Sugar and Industries Corporation Limited,Sugar,Sugar,EQ,11-Jun-97,1,1,INE790B01024,1
555,555,KDDL,KDDL Limited,Miscellaneous,Miscellaneous,EQ,23-Mar-16,10,1,INE291D01011,10
556,556,KEC,KEC International Limited,Power - Transmission & Equipment,Power - Transmission & Equipment,EQ,10-Mar-06,2,1,INE389H01022,2
557,557,KECL,Kirloskar Electric Company Limited,,,EQ,09-Mar-10,10,1,INE134B01017,10
558,558,KEI,KEI Industries Limited,Cables,Cables,EQ,23-Mar-06,2,1,INE878B01027,2
559,559,KELLTONTEC,Kellton Tech Solutions Limited,Computers,Computers,EQ,02-Mar-16,5,1,INE164B01022,5
560,560,KESORAMIND,Kesoram Industries Limited,Diversified,Diversified,EQ,06-Sep-95,10,1,INE087A01019,10
561,561,KHANDSE,Khandwala Securities Limited,Finance - General,Finance - General,EQ,07-Feb-01,10,1,INE060B01014,10
562,562,KICL,Kalyani Investment Company Limited,Finance,Finance,EQ,14-Jan-11,10,1,INE029L01018,10
563,563,KINGFA,Kingfa Science & Technology (India) Limited,,,BE,15-Nov-16,10,1,INE473D01015,10
564,564,KIOCL,KIOCL Limited,Steel - Sponge Iron,Steel - Sponge Iron,EQ,29-Nov-16,10,1,INE880L01014,10
565,565,KIRIINDUS,Kiri Industries Limited,Dyes,Dyes,EQ,22-Apr-08,10,1,INE415I01015,10
566,566,KIRLOSBROS,Kirloskar Brothers Limited,Misc,Misc,EQ,20-Apr-10,2,1,INE732A01036,2
567,567,KIRLOSENG,Kirloskar Oil Engines Limited,Engines,Engines,EQ,24-Dec-10,2,1,INE146L01010,2
568,568,KIRLOSIND,Kirloskar Industries Limited,Engines,Engines,EQ,24-Jun-10,10,1,INE250A01039,10
569,569,KITEX,Kitex Garments Limited,Textiles - Readymade Apparels,Textiles - Readymade Apparels,EQ,25-Sep-12,1,1,INE602G01020,1
570,570,KKCL,Kewal Kiran Clothing Limited,Retail,Retail,EQ,13-Apr-06,10,1,INE401H01017,10
571,571,KMSUGAR,K.M.Sugar Mills Limited,Sugar,Sugar,EQ,31-May-07,2,1,INE157H01023,2
572,572,KNRCON,KNR Constructions Limited,Construction & Contracting - Civil,Construction & Contracting - Civil,EQ,18-Feb-08,2,1,INE634I01029,2
573,573,KOHINOOR,Kohinoor Foods Limited,Commodities,Commodities,EQ,20-Oct-99,10,1,INE080B01012,10
574,574,KOKUYOCMLN,Kokuyo Camlin Limited,Printing,Printing,EQ,28-Jul-08,1,1,INE760A01029,1
575,575,KOLTEPATIL,Kolte - Patil Developers Limited,Construction,Construction,EQ,13-Dec-07,10,1,INE094I01018,10
576,576,KOPRAN,Kopran Limited,Pharmaceuticals,Pharmaceuticals,EQ,09-Jun-99,10,1,INE082A01010,10
577,577,KOTAKBANK,Kotak Mahindra Bank Limited,Diversified,Diversified,EQ,20-Dec-95,5,1,INE237A01028,5
578,578,KOTARISUG,Kothari Sugars And Chemicals Limited,Trading,Trading,EQ,13-Dec-04,10,1,INE419A01022,10
579,579,KOTHARIPET,Kothari Petrochemicals Limited,Trading,Trading,EQ,02-Nov-96,10,1,INE720A01015,10
580,580,KOTHARIPRO,Kothari Products Limited,Misc,Misc,EQ,03-Jun-98,10,1,INE823A01017,10
581,581,KPRMILL,K.P.R. Mill Limited,Textiles,Textiles,EQ,28-Aug-07,1,1,INE930H01031,1
582,582,KRBL,KRBL Limited,Food Processing,Food Processing,EQ,21-Jan-02,1,1,INE001B01026,1
583,583,KSCL,Kaveri Seed Company Limited,Pesticides & Agro Chemicals,Pesticides & Agro Chemicals,EQ,04-Oct-07,2,1,INE455I01029,2
584,584,KSL,Kalyani Steels Limited,Steel - Medium & Small,Steel - Medium & Small,EQ,19-May-10,5,1,INE907A01026,5
585,585,KTKBANK,The Karnataka Bank Limited,Banks - Private,Banks - Private,EQ,10-May-00,10,1,INE614B01018,10
586,586,L&TFH,L&T Finance Holdings Limited,Finance,Finance,EQ,12-Aug-11,10,1,INE498L01015,10
587,587,LAKPRE,Lakshmi Precision Screws Limited,Auto Ancillaries,Auto Ancillaries,BZ,26-Sep-06,10,1,INE651C01018,10
588,588,LALPATHLAB,Dr. Lal Path Labs Ltd.,Healthcare,Healthcare,EQ,23-Dec-15,10,1,INE600L01024,10
589,589,LAMBODHARA,Lambodhara Textiles Limited,Textiles - Spinning - Cotton Blended,Textiles - Spinning - Cotton Blended,EQ,04-Feb-15,5,1,INE112F01022,5
590,590,LAOPALA,La Opala RG Limited,Glass & Glass Products,Glass & Glass Products,EQ,16-Mar-07,2,1,INE059D01020,2
591,591,LAURUSLABS,Laurus Labs Limited,,,EQ,19-Dec-16,2,1,INE947Q01028,2
592,592,LAXMIMACH,Lakshmi Machine Works Limited,Textiles,Textiles,EQ,29-Mar-95,10,1,INE269B01029,10
593,593,LGBBROSLTD,LG Balakrishnan & Bros Limited,Auto Ancillaries,Auto Ancillaries,EQ,30-Mar-10,10,1,INE337A01034,10
594,594,LIBERTSHOE,Liberty Shoes Limited,Leather Products,Leather Products,EQ,27-Sep-95,10,1,INE557B01019,10
595,595,LICHSGFIN,LIC Housing Finance Limited,Finance,Finance,EQ,29-Jul-98,2,1,INE115A01026,2
596,596,LINCOLN,Lincoln Pharmaceuticals Limited,Pharmaceuticals,Pharmaceuticals,EQ,17-Dec-15,10,1,INE405C01035,10
597,597,LINDEINDIA,Linde India Limited,Chemicals,Chemicals,EQ,16-Jun-99,10,1,INE473A01011,10
598,598,LOKESHMACH,Lokesh Machines Limited,Machine Tools,Machine Tools,BE,05-May-06,10,1,INE397H01017,10
599,599,LOTUSEYE,Lotus Eye Hospital and Institute Limited,Medical,Medical,EQ,11-Jul-08,10,1,INE947I01017,10
600,600,LOVABLE,Lovable Lingerie Limited,Textiles - Readymade Apparels,Textiles - Readymade Apparels,EQ,24-Mar-11,10,1,INE597L01014,10
601,601,LPDC,Landmark Property Development Company Limited,Construction & Contracting - Real Estate,Construction & Contracting - Real Estate,EQ,12-Aug-08,1,1,INE197J01017,1
602,602,LSIL,Lloyds Steels Industries Limited,,,EQ,18-Jul-16,1,1,INE093R01011,1
603,603,LT,Larsen & Toubro Limited,Infrastructure - General,Infrastructure - General,EQ,23-Jun-04,2,1,INE018A01030,2
604,604,LTI,Larsen & Toubro Infotech Limited,,,EQ,21-Jul-16,1,1,INE214T01019,1
605,605,LTTS,L&T Technology Services Limited,,,EQ,23-Sep-16,2,1,INE010V01017,2
606,606,LUMAXIND,Lumax Industries Limited,Auto Ancillaries,Auto Ancillaries,EQ,06-Sep-95,10,1,INE162B01018,10
607,607,LUMAXTECH,Lumax Auto Technologies Limited,Auto Ancl,Auto Ancl,EQ,16-Jan-07,2,1,INE872H01027,2
608,608,LUPIN,Lupin Limited,Pharmaceuticals,Pharmaceuticals,EQ,10-Sep-01,2,1,INE326A01037,2
609,609,LUXIND,Lux Industries Limited,Textiles,Textiles,EQ,30-Nov-15,2,1,INE150G01020,2
610,610,LYKALABS,Lyka Labs Limited,Pharmaceuticals,Pharmaceuticals,EQ,08-Feb-95,10,1,INE933A01014,10
611,611,LYPSAGEMS,Lypsa Gems & Jewellery Limited,Diamond Cutting & Jewellery & Precious Metals,Diamond Cutting & Jewellery & Precious Metals,EQ,05-Nov-13,10,1,INE142K01011,10
612,612,M&M,Mahindra & Mahindra Limited,Auto,Auto,EQ,03-Jan-96,5,1,INE101A01026,5
613,613,M&MFIN,Mahindra & Mahindra Financial Services Limited,Finance,Finance,EQ,17-Mar-06,2,1,INE774D01024,2
614,614,MAANALU,Maan Aluminium Limited,Aluminium,Aluminium,EQ,22-Oct-07,10,1,INE215I01019,10
615,615,MADHAV,Madhav Marbles and Granites Limited,Ceramics & Granite,Ceramics & Granite,EQ,20-Dec-07,10,1,INE925C01016,10
616,616,MADHUCON,Madhucon Projects Limited,Construction & Contracting - Civil,Construction & Contracting - Civil,BE,05-Oct-06,1,1,INE378D01032,1
617,617,MAGNUM,Magnum Ventures Limited,Paper,Paper,EQ,20-Sep-07,10,1,INE387I01016,10
618,618,MAHABANK,Bank of Maharashtra,Banks - PSU,Banks - PSU,EQ,12-Apr-04,10,1,INE457A01014,10
619,619,MAHASTEEL,Mahamaya Steel Industries Limited,,,EQ,01-Jul-16,10,1,INE451L01014,10
620,620,MAHINDCIE,Mahindra CIE Automotive Limited,Castings,Castings,EQ,30-Aug-07,10,1,INE536H01010,10
621,621,MAHLIFE,Mahindra Lifespace Developers Limited,Construction,Construction,EQ,10-May-00,10,1,INE813A01018,10
622,622,MAHSCOOTER,Maharashtra Scooters Limited,Auto - 2 & 3 Wheelers,Auto - 2 & 3 Wheelers,EQ,08-Feb-95,10,1,INE288A01013,10
623,623,MAHSEAMLES,Maharashtra Seamless Limited,Steel - Tubes & Pipes,Steel - Tubes & Pipes,EQ,25-Aug-04,5,1,INE271B01025,5
624,624,MAITHANALL,Maithan Alloys Limited,Mining,Mining,EQ,05-Jul-11,10,1,INE683C01011,10
625,625,MALUPAPER,Malu Paper Mills Limited,Paper,Paper,EQ,05-Apr-06,10,1,INE383H01017,10
626,626,MANAKCOAT,Manaksia Coated Metals & Industries Limited,Steel,Steel,EQ,30-Mar-15,1,1,INE830Q01018,1
627,627,MANAKSIA,Manaksia Limited,Packaging,Packaging,EQ,08-Jan-08,2,1,INE015D01022,2
628,628,MANAKSTEEL,Manaksia Steels Limited,Steel,Steel,EQ,30-Mar-15,1,1,INE824Q01011,1
629,629,MANALIPETC,Manali Petrochemicals Limited,Petrochemicals,Petrochemicals,EQ,06-Dec-06,5,1,INE201A01024,5
630,630,MANAPPURAM,Manappuram Finance Limited,Finance,Finance,EQ,01-Dec-14,2,1,INE522D01027,2
631,631,MANGALAM,Mangalam Drugs And Organics Limited,Iron & Steel,Iron & Steel,EQ,23-May-05,10,1,INE584F01014,10
632,632,MANGCHEFER,Mangalore Chemicals & Fertilizers Limited,Fertilisers,Fertilisers,EQ,22-Oct-07,10,1,INE558B01017,10
633,633,MANGLMCEM,Mangalam Cement Limited,Cement,Cement,EQ,03-Jan-96,10,1,INE347A01017,10
634,634,MANINDS,Man Industries (India) Limited,Steel,Steel,EQ,24-Jun-05,5,1,INE993A01026,5
635,635,MANINFRA,Man Infraconstruction Limited,Construction,Construction,EQ,11-Mar-10,2,1,INE949H01023,2
636,636,MANUGRAPH,Manugraph India Limited,Engineering,Engineering,EQ,14-Sep-06,2,1,INE867A01022,2
637,637,MARALOVER,Maral Overseas Limited,Textiles,Textiles,EQ,08-Feb-95,10,1,INE882A01013,10
638,638,MARATHON,Marathon Nextgen Realty Limited,,,EQ,29-Sep-16,5,1,INE182D01020,5
639,639,MARICO,Marico Limited,Personal Care,Personal Care,EQ,01-May-96,1,1,INE196A01026,1
640,640,MARKSANS,Marksans Pharma Limited,Pharmaceuticals,Pharmaceuticals,EQ,21-Jan-02,1,1,INE750C01026,1
641,641,MARUTI,Maruti Suzuki India Limited,Auto,Auto,EQ,09-Jul-03,5,1,INE585B01010,5
642,642,MASTEK,Mastek Limited,Computers - Software,Computers - Software,EQ,10-May-95,5,1,INE759A01021,5
643,643,MAWANASUG,Mawana Sugars Limited,Sugar,Sugar,EQ,20-Mar-09,10,1,INE636A01039,10
644,644,MAXVIL,Max Ventures and Industries Limited,,,EQ,22-Jun-16,10,1,INE154U01015,10
645,645,MAYURUNIQ,Mayur Uniquoters Ltd,Plastics,Plastics,EQ,25-Sep-12,5,1,INE040D01038,5
646,646,MAZDA,Mazda Limited,Engineering,Engineering,EQ,01-Nov-16,10,1,INE885E01034,10
647,647,MBECL,Mcnally Bharat Engineering Company Limited,Engineering,Engineering,BE,06-Oct-06,10,1,INE748A01016,10
648,648,MBLINFRA,MBL Infrastructure Limited,Construction,Construction,EQ,11-Jan-10,10,1,INE912H01013,10
649,649,MCDOWELL-N,United Spirits Limited,Textiles - Readymade Apparels,Textiles - Readymade Apparels,EQ,27-Sep-01,2,1,INE854D01024,2
650,650,MCLEODRUSS,Mcleod Russel India Limited,Plantations - Tea & Coffee,Plantations - Tea & Coffee,EQ,29-Jul-05,5,1,INE942G01012,5
651,651,MCX,Multi Commodity Exchange of India Limited,Printing & Stationery,Printing & Stationery,EQ,09-Mar-12,10,1,INE745G01035,10
652,652,MEGASOFT,Megasoft Limited,,,EQ,19-Jul-07,10,1,INE933B01012,10
653,653,MENONBE,Menon Bearings Limited,Bearings,Bearings,EQ,09-Mar-15,1,1,INE071D01033,1
654,654,MEP,MEP Infrastructure Developers Limited,Construction,Construction,EQ,06-May-15,10,1,INE776I01010,10
655,655,MERCATOR,Mercator Limited,Shipping,Shipping,BE,20-Jun-05,1,1,INE934B01028,1
656,656,METALFORGE,Metalyst Forgings Limited,Castings & Forgings,Castings & Forgings,BZ,23-Aug-95,10,1,INE425A01011,10
657,657,MFSL,Max Financial Services Limited,Packaging,Packaging,EQ,17-May-00,2,1,INE180A01020,2
