,Ticker,company_name,sector,sub sector,series,date of listing,paid up value,market lot,isin number,face value
851,REMSONSIND,Remsons Industries Limited,Auto Ancl,Auto Ancl - Susp. & Braking - Springs,EQ,31-Jan-96,10,1,INE474C01015,10
852,RENUKA,Shree Renuka Sugars Limited,Sugar,Sugar - Others,EQ,31-Oct-05,1,1,INE087H01022,1
853,REPCOHOME,Repco Home Finance Limited,,,EQ,01-Apr-13,10,1,INE612J01015,10
854,REPRO,Repro India Limited,Printing,Printing/Publishing/Stationery,EQ,22-Dec-05,10,1,INE461B01014,10
855,RESPONIND,Responsive Industries Limited,Plastics,Plastics - Flooring,EQ,29-Oct-10,1,1,INE688D01026,1
856,REVATHI,Revathi Equipment Limited,Compressors,Compressors,EQ,11-Aug-05,10,1,INE617A01013,10
857,RICOAUTO,Rico Auto Industries Limited,Auto Ancl,Auto Ancl - Dr. Trans & Steer - Others,EQ,12-May-03,1,1,INE209B01025,1
858,RIIL,Reliance Industrial Infrastructure Limited,Computers,Project Consultancy/Turnkey,EQ,29-Nov-95,10,1,INE046A01015,10
859,RKDL,Ravi Kumar Distilleries Limited,,,EQ,27-Dec-10,10,1,INE722J01012,10
860,RKFORGE,Ramkrishna Forgings Limited,,,EQ,05-May-04,2,1,INE399G01023,2
861,RML,Rane (Madras) Limited,,,EQ,30-Aug-05,10,1,INE050H01012,10
862,ROHLTD,Royal Orchid Hotels Limited,Hotels,Hotels,EQ,06-Feb-06,10,1,INE283H01019,10
863,ROLLT,Rollatainers Limited,,,EQ,22-Nov-16,1,1,INE927A01040,1
864,ROLTA,Rolta India Limited,Computers,Computers - Software,BE,01-Mar-95,10,1,INE293A01013,10
865,ROSSELLIND,Rossell India Limited,,,EQ,25-Sep-12,2,1,INE847C01020,2
866,RPGLIFE,RPG Life Sciences Limited,,,EQ,10-Jun-08,8,1,INE105J01010,8
867,RPOWER,Reliance Power Limited,Power,Power - Generation/Distribution,BE,11-Feb-08,10,1,INE614G01033,10
868,RPPINFRA,R.P.P. Infra Projects Limited,Construction,Construction & Contracting - Civil,EQ,06-Dec-10,10,1,INE324L01013,10
869,RSSOFTWARE,R. S. Software (India) Limited,Computers,Computers - Software,EQ,19-May-99,5,1,INE165B01029,5
870,RSWM,RSWM Limited,Textiles,Textiles - Spinning - Synthetic Blended,EQ,15-Feb-95,10,1,INE611A01016,10
871,RSYSTEMS,R Systems International Limited,Computers,Computers - Software,EQ,26-Apr-06,1,1,INE411H01032,1
872,RTNPOWER,RattanIndia Power Limited,,,EQ,30-Oct-09,10,1,INE399K01017,10
873,RUBYMILLS,The Ruby Mills Limited,Textiles,Textiles - Composite Mills,EQ,29-Mar-95,5,1,INE301D01026,5
874,RUCHIRA,Ruchira Papers Limited,Paper,Paper - Kraft,EQ,20-Dec-06,10,1,INE803H01014,10
875,RUPA,Rupa & Company Limited,,,EQ,07-Dec-11,1,1,INE895B01021,1
876,RUSHIL,Rushil Decor Limited,,,EQ,07-Jul-11,10,1,INE573K01017,10
877,SABEVENTS,Sab Events & Governance Now Media Limited,,,EQ,15-Sep-16,10,1,INE860T01019,10
878,SADBHAV,Sadbhav Engineering Limited,Construction,Construction & Contracting - Civil,EQ,01-Mar-06,1,1,INE226H01026,1
879,SADBHIN,Sadbhav Infrastructure Project Limited,,,EQ,16-Sep-15,10,1,INE764L01010,10
880,SAGCEM,Sagar Cements Limited,Cement,Cement - Mini,EQ,29-Jan-07,2,1,INE229C01021,2
881,SAIL,Steel Authority of India Limited,Steel,Steel,EQ,06-Jul-95,10,1,INE114A01011,10
882,SAKHTISUG,Sakthi Sugars Limited,Sugar,Sugar - Integrated,EQ,06-Sep-95,10,1,INE623A01011,10
883,SAKSOFT,Saksoft Limited,Computers,Computers - Software,EQ,09-May-05,1,1,INE667G01023,1
884,SAKUMA,Sakuma Exports Limited,Trading,Trading,EQ,08-Mar-06,1,1,INE190H01024,1
885,SALZERELEC,Salzer Electronics Limited,,,EQ,02-Dec-15,10,1,INE457F01013,10
886,SANDESH,The Sandesh Limited,Printing,Printing/Publishing/Stationery,EQ,26-Nov-02,10,1,INE583B01015,10
887,SANGAMIND,Sangam (India) Limited,Textiles,Textiles - Spinning - Synthetic Blended,EQ,17-Jul-96,10,1,INE495C01010,10
888,SANGHIIND,Sanghi Industries Limited,Cement,Cement - Products/Building Materials,BE,10-May-95,10,1,INE999B01013,10
889,SANGHVIMOV,Sanghvi Movers Limited,Engineering,Engineering - Heavy,EQ,24-Jan-07,2,1,INE989A01024,2
890,SANOFI,Sanofi India Limited,,,EQ,19-May-03,10,1,INE058A01010,10
891,SANWARIA,Sanwaria Consumer Limited,Edible Oils,Edible Oils & Solvent Extraction,BZ,27-Mar-06,1,1,INE890C01046,1
892,SARDAEN,Sarda Energy & Minerals Limited,Steel,Steel - Sponge Iron,EQ,03-Dec-09,10,1,INE385C01013,10
893,SAREGAMA,Saregama India Limited,Entertainment,Entertainment/Multi Media,EQ,30-Jul-97,1,1,INE979A01025,1
894,SARLAPOLY,Sarla Performance Fibers Limited,Textiles,Textiles - Processing/Texturising,EQ,19-Jan-07,1,1,INE453D01025,1
895,SASKEN,Sasken Technologies Limited,Computers,Computers - Software,EQ,09-Sep-05,10,1,INE231F01020,10
896,SATHAISPAT,Sathavahana Ispat Limited,Steel,Steel - Pig Iron,BE,27-Dec-06,10,1,INE176C01016,10
897,SATIN,Satin Creditcare Network Limited,,,EQ,26-Aug-15,10,1,INE836B01017,10
898,SBIN,State Bank of India,Banks - PSU,Finance - Banks - Public Sector,EQ,01-Mar-95,1,1,INE062A01020,1
899,SCHAND,S Chand And Company Limited,,,EQ,09-May-17,5,1,INE807K01035,5
900,SCHNEIDER,Schneider Electric Infrastructure Limited,,,EQ,20-Mar-12,2,1,INE839M01018,2
901,SCI,Shipping Corporation Of India Limited,Shipping,Shipping,EQ,13-Aug-97,10,1,INE109A01011,10
902,SDBL,Som Distilleries & Breweries Limited,,,EQ,18-Mar-14,5,1,INE480C01020,5
903,SEAMECLTD,Seamec Limited,Shipping,Shipping,EQ,28-Jun-95,10,1,INE497B01018,10
904,SELAN,Selan Exploration Technology Limited,Oil Drilling,Oil Drilling And Exploration,EQ,26-Sep-06,10,1,INE818A01017,10
905,SEPOWER,S.E. Power Limited,,,EQ,27-Jul-12,10,1,INE735M01018,10
906,SEQUENT,Sequent Scientific Limited,,,EQ,10-Mar-16,2,1,INE807F01027,2
907,SESHAPAPER,Seshasayee Paper and Boards Limited,Paper,Paper & Paper Boards,EQ,29-Mar-95,2,1,INE630A01024,2
908,SETCO,Setco Automotive Limited,,,EQ,01-Jul-16,2,1,INE878E01021,2
909,SFL,Sheela Foam Limited,,,EQ,09-Dec-16,5,1,INE916U01025,5
910,SGL,STL Global Limited,Textiles,Textiles - General,EQ,10-Apr-06,10,1,INE353H01010,10
911,SHAKTIPUMP,Shakti Pumps (India) Limited,,,EQ,29-Jan-15,10,1,INE908D01010,10
912,SHALPAINTS,Shalimar Paints Limited,Paints,Paints/Varnishes,EQ,03-Mar-08,2,1,INE849C01026,2
913,SHANKARA,Shankara Building Products Limited,,,EQ,05-Apr-17,10,1,INE274V01019,10
914,SHANTIGEAR,Shanthi Gears Limited,Engineering,Engineering - General,EQ,17-Jan-96,1,1,INE631A01022,1
915,SHARDACROP,Sharda Cropchem Limited,,,EQ,23-Sep-14,10,1,INE221J01015,10
916,SHARDAMOTR,Sharda Motor Industries Limited,,,EQ,03-Sep-15,2,1,INE597I01028,2
917,SHEMAROO,Shemaroo Entertainment Limited,,,EQ,01-Oct-14,10,1,INE363M01019,10
918,SHILPAMED,Shilpa Medicare Limited,Pharmaceuticals,Pharmaceuticals,EQ,03-Dec-09,1,1,INE790G01031,1
919,SHIVAMAUTO,Shivam Autotech Limited,Auto Ancl,Auto Ancl - Others,EQ,21-Nov-06,2,1,INE637H01024,2
920,SHK,S H Kelkar and Company Limited,,,EQ,16-Nov-15,10,1,INE500L01026,10
921,SHOPERSTOP,Shoppers Stop Limited,Retail,Retail - Departmental Stores,EQ,23-May-05,5,1,INE498B01024,5
922,SHREECEM,SHREE CEMENT LIMITED,Cement,Cement - Major,EQ,26-Apr-95,10,1,INE070A01015,10
923,SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,,,EQ,10-Sep-15,10,1,INE712K01011,10
924,SHREERAMA,Shree Rama Multi-Tech Limited,Packaging,Packaging - Others,BE,13-Mar-00,5,1,INE879A01019,5
925,SHREYANIND,Shreyans Industries Limited,Paper,Paper & Paper Boards,EQ,06-Nov-96,10,1,INE231C01019,10
926,SHREYAS,Shreyas Shipping & Logistics Limited,Shipping,Shipping,EQ,01-Mar-95,10,1,INE757B01015,10
927,SHRIRAMCIT,Shriram City Union Finance Limited,,,EQ,04-Apr-05,10,1,INE722A01011,10
928,SHYAMCENT,Shyam Century Ferrous Limited,,,EQ,28-Jul-15,1,1,INE979R01011,1
929,SHYAMTEL,Shyam Telecom Limited,Telecom,Telecommunications - Equipment,BE,06-Nov-06,10,1,INE635A01023,10
930,SIEMENS,Siemens Limited,Misc,Instrumentation & Process Control,EQ,06-Sep-95,2,1,INE003A01024,2
931,SILINV,SIL Investments Limited,Finance,Finance - Investments,EQ,22-May-96,10,1,INE923A01015,10
932,SIMBHALS,Simbhaoli Sugars Limited,,,EQ,14-Mar-16,10,1,INE748T01016,10
933,SIMPLEXINF,Simplex Infrastructures Limited,Construction,Construction & Contracting - Civil,EQ,09-Mar-04,2,1,INE059B01024,2
934,SITINET,Siti Networks Limited,,,EQ,10-Jan-07,1,1,INE965H01011,1
935,SIYSIL,Siyaram Silk Mills Limited,Textiles,Textiles - Weaving,EQ,29-Jan-07,2,1,INE076B01028,2
936,SJVN,SJVN Limited,Power,Power - Generation/Distribution,EQ,20-May-10,10,1,INE002L01015,10
937,SKFINDIA,SKF India Limited,Auto Ancl,Bearings,EQ,27-Jan-99,10,1,INE640A01023,10
938,SKIPPER,Skipper Limited,,,EQ,27-May-15,1,1,INE439E01022,1
939,SMARTLINK,Smartlink Holdings Limited,,,EQ,11-Apr-01,2,1,INE178C01020,2
940,SMLISUZU,SML Isuzu Limited,Auto,Auto - LCVs/HCVs,EQ,29-Aug-03,10,1,INE294B01019,10
941,SMSPHARMA,SMS Pharmaceuticals Limited,Pharmaceuticals,Pharmaceuticals,EQ,28-Feb-07,1,1,INE812G01025,1
942,SNOWMAN,Snowman Logistics Limited,,,EQ,12-Sep-14,10,1,INE734N01019,10
943,SOBHA,Sobha Limited,Construction,Construction and Contracting - Real Estate,EQ,20-Dec-06,10,1,INE671H01015,10
944,SOLARINDS,Solar Industries India Limited,Misc,Industrial Explosives,EQ,03-Apr-06,2,1,INE343H01029,2
945,SOMANYCERA,Somany Ceramics Limited,Ceramics,Ceramics/Tiles/Sanitaryware,EQ,22-Nov-95,2,1,INE355A01028,2
946,SOMICONVEY,Somi Conveyor Beltings Limited,,,BE,18-Jul-16,10,1,INE323J01019,10
947,SONATSOFTW,Sonata Software Limited,Computers,Computers - Software,EQ,28-Jul-99,1,1,INE269A01021,1
948,SOTL,Savita Oil Technologies Limited,Petrochem,Petrochem - Others,EQ,28-Jun-95,2,1,INE035D01020,2
949,SOUTHBANK,The South Indian Bank Limited,Banks - Private,Finance - Banks - Private Sector,EQ,08-Dec-98,1,1,INE683A01023,1
950,SPAL,S. P. Apparels Limited,,,EQ,12-Aug-16,10,1,INE212I01016,10
951,SPARC,Sun Pharma Advanced Research Company Limited,Misc,Miscellaneous,EQ,18-Jul-07,1,1,INE232I01014,1
952,SPCENET,Spacenet Enterprises India Limited,,,BE,10-Jan-17,1,1,INE970N01027,1
953,SPIC,Southern Petrochemicals Industries Corporation  Limited,Fertilisers,Fertilisers - Nitrogenous/Phosphate,EQ,10-Jan-96,10,1,INE147A01011,10
954,SPLIL,SPL Industries Limited,Textiles,Textiles - Readymade Apparels,EQ,26-Jul-05,10,1,INE978G01016,10
955,SREEL,Sreeleathers Limited,,,EQ,01-Jan-14,10,1,INE099F01013,10
956,SRF,SRF Limited,Textiles,Textiles - Manmade Fibre - Nylon,EQ,18-Aug-03,10,1,INE647A01010,10
957,SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,Petrochem,Petrochem - Others,EQ,08-May-07,10,1,INE917H01012,10
958,SRTRANSFIN,Shriram Transport Finance Company Limited,Finance,Finance - Leasing & Hire Purchase,EQ,11-Dec-96,10,1,INE721A01013,10
959,SSWL,Steel Strips Wheels Limited,Auto Ancl,Auto Ancl - Dr. Trans & Steer - Wheels,EQ,06-Jun-05,5,1,INE802C01025,5
960,STAR,Strides Pharma Science Limited,Pharmaceuticals,Pharmaceuticals,EQ,02-Feb-00,10,1,INE939A01011,10
961,STARPAPER,Star Paper Mills Limited,Paper,Paper & Paper Boards,EQ,13-Sep-95,10,1,INE733A01018,10
962,STCINDIA,The State Trading Corporation of India Limited,Trading,Trading,EQ,01-Apr-03,10,1,INE655A01013,10
963,STEL,Stel Holdings Limited,Finance,Finance - Investments,EQ,09-Feb-11,10,1,INE577L01016,10
964,STERTOOLS,Sterling Tools Limited,Misc,Fasteners,EQ,02-Feb-06,2,1,INE334A01023,2
965,SUBROS,Subros Limited,Auto Ancl,Auto Ancl - Equipment Others,EQ,13-Jul-05,2,1,INE287B01021,2
966,SUDARSCHEM,Sudarshan Chemical Industries Limited,Dyes,Dyes & Pigments,EQ,25-May-95,2,1,INE659A01023,2
967,SUMEETINDS,Sumeet Industries Limited,Textiles,Textiles - Manmade Fibre - PPFY,EQ,10-Dec-10,10,1,INE235C01010,10
968,SUMMITSEC,Summit Securities Limited,Finance,Finance - General,EQ,28-Jan-11,10,1,INE519C01017,10
969,SUNCLAYLTD,Sundaram Clayton Limited,,,EQ,23-Oct-12,5,1,INE105A01035,5
970,SUNDARAM,Sundaram Multi Pap Limited,,,EQ,02-Jun-10,1,1,INE108E01023,1
971,SUNDARMFIN,Sundaram Finance Limited,Finance,Finance - Leasing & Hire Purchase,EQ,07-Jan-98,10,1,INE660A01013,10
972,SUNDRMBRAK,Sundaram Brake Linings Limited,,,EQ,17-Jul-96,10,1,INE073D01013,10
973,SUNDRMFAST,Sundram Fasteners Limited,Auto Ancl,Auto Ancl - Engine Parts,EQ,07-Jun-00,1,1,INE387A01021,1
974,SUNFLAG,Sunflag Iron And Steel Company Limited,Steel,Steel - Rolling,EQ,29-Sep-05,10,1,INE947A01014,10
975,SUNPHARMA,Sun Pharmaceutical Industries Limited,Pharmaceuticals,Pharmaceuticals,EQ,08-Feb-95,1,1,INE044A01036,1
976,SUNTECK,Sunteck Realty Limited,Construction,Construction and Contracting - Real Estate,EQ,13-Nov-09,1,1,INE805D01034,1
977,SUNTV,Sun TV Network Limited,Entertainment,Entertainment/Multi Media,EQ,24-Apr-06,5,1,INE424H01027,5
978,SUPERHOUSE,Superhouse Limited,,,EQ,26-Sep-14,10,1,INE712B01010,10
979,SUPERSPIN,Super Spinning Mills Limited,Textiles,Textiles - Spinning - Cotton Blended,EQ,08-Jul-04,1,1,INE662A01027,1
980,SUPRAJIT,Suprajit Engineering Limited,Auto Ancl,Auto Ancl - Equipment Others,EQ,18-Feb-05,1,1,INE399C01030,1
981,SUPREMEIND,Supreme Industries Limited,Plastics,Plastics - Others,EQ,19-Jul-95,2,1,INE195A01028,2
982,SUPREMEINF,Supreme Infrastructure India Limited,Construction,Construction & Contracting - Civil,BE,18-Oct-07,10,1,INE550H01011,10
983,SURANASOL,Surana Solar Limited,,,EQ,07-Jan-11,5,1,INE272L01022,5
984,SURANAT&P,Surana Telecom and Power Limited,Cables,Cables - Telephone,EQ,22-May-02,1,1,INE130B01031,1
985,SURYALAXMI,Suryalakshmi Cotton Mills Limited,Textiles,Textiles - Spinning - Cotton Blended,EQ,15-Jun-05,10,1,INE713B01026,10
986,SURYAROSNI,Surya Roshni Limited,Steel,Steel - Tubes/Pipes,EQ,10-May-95,10,1,INE335A01012,10
987,SUTLEJTEX,Sutlej Textiles and Industries Limited,Textiles,Textiles - General,EQ,14-Dec-06,1,1,INE645H01027,1
988,SUVEN,Suven Life Sciences Limited,Pharmaceuticals,Pharmaceuticals,EQ,23-Oct-03,1,1,INE495B01038,1
989,SUZLON,Suzlon Energy Limited,Engineering,Engineering - Heavy,EQ,19-Oct-05,2,1,INE040H01021,2
990,SWANENERGY,Swan Energy Limited,,,EQ,29-May-12,1,1,INE665A01038,1
991,SWARAJENG,Swaraj Engines Limited,Engines,Engines,EQ,06-Dec-95,10,1,INE277A01016,10
992,SWELECTES,Swelect Energy Systems Limited,,,EQ,09-May-06,10,1,INE409B01013,10
993,SYMPHONY,Symphony Limited,,,EQ,15-Jun-11,2,1,INE225D01027,2
994,SYNGENE,Syngene International Limited,,,EQ,11-Aug-15,10,1,INE398R01022,10
995,TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,Plastics,Plastics - Sheets/Films,EQ,27-Jul-95,10,1,INE123C01018,10
996,TAJGVK,Taj GVK Hotels & Resorts Limited,Hotels,Hotels,EQ,20-Dec-00,2,1,INE586B01026,2
997,TAKE,Take Solutions Limited,Computers,Computers - Software,EQ,27-Aug-07,1,1,INE142I01023,1
998,TALBROAUTO,Talbros Automotive Components Limited,Auto Ancl,Auto Ancl - Engine Parts,EQ,29-Sep-06,10,1,INE187D01011,10
999,TANLA,Tanla Platforms Limited,,,EQ,05-Jan-07,1,1,INE483C01032,1
1000,TASTYBITE,Tasty Bite Eatables Limited,,,EQ,23-Mar-17,10,1,INE488B01017,10
1001,TATACHEM,Tata Chemicals Limited,Chemicals,Chemicals - Inorganic - Caustic Soda/Soda Ash,EQ,01-Apr-99,10,1,INE092A01019,10
1002,TATACOFFEE,Tata Coffee Limited,Tea-Coffee,Plantations - Tea & Coffee,EQ,16-Feb-00,1,1,INE493A01027,1
1003,TATACOMM,Tata Communications Limited,Telecom,Telecommunications - Service,EQ,12-Apr-95,10,1,INE151A01013,10
1004,TATAELXSI,Tata Elxsi Limited,Computers,Computers - Software,EQ,17-Sep-03,10,1,INE670A01012,10
1005,TATAINVEST,Tata Investment Corporation Limited,Finance,Finance - Investments,EQ,24-Jun-98,10,1,INE672A01018,10
1006,TATAMETALI,Tata Metaliks Limited,Steel,Steel - Pig Iron,EQ,27-May-03,10,1,INE056C01010,10
1007,TATAMOTORS,Tata Motors Limited,Auto,Auto - LCVs/HCVs,EQ,22-Jul-98,2,1,INE155A01022,2
1008,TATAMTRDVR,Tata Motors Limited,Auto,Auto - LCVs/HCVs,EQ,05-Nov-08,2,1,IN9155A01020,2
1009,TATAPOWER,Tata Power Company Limited,Power,Power - Generation/Distribution,EQ,03-Apr-96,1,1,INE245A01021,1
1010,TATASTEEL,Tata Steel Limited,Steel,Steel,EQ,18-Nov-98,1,1,INE081A01020,1
1011,TBZ,Tribhovandas Bhimji Zaveri Limited,,,EQ,09-May-12,10,1,INE760L01018,10
1012,TCI,Transport Corporation of India Limited,Transport,Transport - Road,EQ,21-Jan-02,2,1,INE688A01022,2
1013,TCIDEVELOP,TCI Developers Limited,,,EQ,19-Apr-11,10,1,INE662L01016,10
1014,TCIEXP,TCI Express Limited,,,EQ,15-Dec-16,2,1,INE586V01016,2
1015,TCS,Tata Consultancy Services Limited,Computers,Computers - Software,EQ,25-Aug-04,1,1,INE467B01029,1
1016,TDPOWERSYS,TD Power Systems Limited,,,EQ,08-Sep-11,10,1,INE419M01019,10
1017,TEAMLEASE,Teamlease Services Limited,,,EQ,12-Feb-16,10,1,INE985S01024,10
1018,TECHM,Tech Mahindra Limited,Computers,Computers - Software,EQ,28-Aug-06,5,1,INE669C01036,5
1019,TERASOFT,Tera Software Limited,,,EQ,29-Dec-16,10,1,INE482B01010,10
1020,TEXINFRA,Texmaco Infrastructure & Holdings Limited,,,EQ,09-Sep-04,1,1,INE435C01024,1
1021,TEXRAIL,Texmaco Rail & Engineering Limited,,,EQ,03-Mar-11,1,1,INE621L01012,1
1022,TFCILTD,Tourism Finance Corporation of India Limited,Finance,Finance - Term Lending Institutions,EQ,26-Jul-00,10,1,INE305A01015,10
1023,TGBHOTELS,TGB Banquets And Hotels Limited,,,EQ,17-May-07,10,1,INE797H01018,10
1024,THANGAMAYL,Thangamayil Jewellery Limited,Jewellery,Diamond Cutting/Precious Metals/Jewellery,EQ,19-Feb-10,10,1,INE085J01014,10
1025,THEMISMED,Themis Medicare Limited,Pharmaceuticals,Pharmaceuticals,EQ,02-Apr-07,10,1,INE083B01016,10
1026,THERMAX,Thermax Limited,Misc,Pollution Control Equipment,EQ,30-Aug-95,2,1,INE152A01029,2
1027,THOMASCOOK,Thomas Cook  (India)  Limited,Travel,Travel Agen. / Tourism Deve. / Amusement Park,EQ,07-Jun-00,1,1,INE332A01027,1
1028,THYROCARE,Thyrocare Technologies Limited,,,EQ,09-May-16,10,1,INE594H01019,10
1029,TI,Tilaknagar Industries Limited,Beverages,Beverages - Alcoholic - Distilleries,EQ,16-Jul-10,10,1,INE133E01013,10
1030,TIDEWATER,Tide Water Oil Company (India) Limited,Auto Ancl,Lubricants,EQ,16-Jan-07,2,1,INE484C01030,2
1031,TIIL,Technocraft Industries (India) Limited,Diversified,Diversified,EQ,12-Feb-07,10,1,INE545H01011,10
1032,TIL,TIL Limited,Engineering,Engineering - Heavy,EQ,27-Sep-95,10,1,INE806C01018,10
1033,TIMETECHNO,Time Technoplast Limited,Packaging,,EQ,13-Jun-07,1,1,INE508G01029,1
1034,TIMKEN,Timken India Limited,Auto Ancl,Bearings,EQ,06-Feb-07,10,1,INE325A01013,10
1035,TINPLATE,The Tinplate Company of India Limited,Metals,Metals - Non Ferrous - Others,EQ,27-Jan-06,10,1,INE422C01014,10
1036,TIPSINDLTD,TIPS Industries Limited,Entertainment,Entertainment/Multi Media,EQ,10-Nov-00,10,1,INE716B01011,10
1037,TIRUMALCHM,Thirumalai Chemicals Limited,Chemicals,Chemicals - Organic - Maleic Anhydride,EQ,14-May-03,1,1,INE338A01024,1
1038,TITAN,Titan Company Limited,Misc,Watches,EQ,24-Sep-04,1,1,INE280A01028,1
1039,TNPETRO,Tamilnadu PetroProducts Limited,Consumer Goods,Detergents,EQ,27-Oct-99,10,1,INE148A01019,10
1040,TNPL,Tamil Nadu Newsprint & Papers Limited,Paper,Paper - News Print,EQ,14-Feb-96,10,1,INE107A01015,10
1041,TOKYOPLAST,Tokyo Plast International Limited,Appliances,Domestic Appliances - Thermoware,EQ,11-Oct-95,10,1,INE932C01012,10
1042,TORNTPHARM,Torrent Pharmaceuticals Limited,Pharmaceuticals,Pharmaceuticals,EQ,25-Nov-02,5,1,INE685A01028,5
1043,TORNTPOWER,Torrent Power Limited,Power,Power - Generation/Distribution,EQ,28-Nov-06,10,1,INE813H01021,10
1044,TPLPLASTEH,TPL Plastech Limited,,,EQ,20-May-15,10,1,INE413G01014,10
1045,TREEHOUSE,Tree House Education & Accessories Limited,,,EQ,26-Aug-11,10,1,INE040M01013,10
1046,TRENT,Trent Limited,Retail,Retail - Readymade Apparel,EQ,07-Jun-04,1,1,INE849A01020,1
1047,TRF,TRF Limited,Engineering,Engineering - Heavy,EQ,26-Mar-10,10,1,INE391D01019,10
1048,TRIDENT,Trident Limited,Textiles,Textiles - Spinning - Cotton Blended,EQ,21-Feb-01,1,1,INE064C01022,1
1049,TRIGYN,Trigyn Technologies Limited,Computers,Computers - Software,EQ,09-Apr-98,10,1,INE948A01012,10
1050,TRIL,Transformers And Rectifiers (India) Limited,,,EQ,28-Dec-07,1,1,INE763I01026,1
1051,TRITURBINE,Triveni Turbine Limited,,,EQ,28-Oct-11,1,1,INE152M01016,1
1052,TRIVENI,Triveni Engineering & Industries Limited,Sugar,Sugar - Integrated,EQ,13-Dec-05,1,1,INE256C01024,1
1053,TTKHLTCARE,TTK Healthcare Limited,,,EQ,02-Dec-15,10,1,INE910C01018,10
1054,TTKPRESTIG,TTK Prestige Limited,Appliances,Domestic Appliances - Cookers,EQ,22-Dec-99,1,1,INE690A01028,1
1055,TTL,T T Limited,Textiles,Textiles - Hosiery/Knitwear,EQ,22-Feb-07,10,1,INE592B01016,10
1056,TTML,Tata Teleservices (Maharashtra) Limited,Telecom,Telecommunications - Service,BE,20-Oct-00,10,1,INE517B01013,10
1057,TV18BRDCST,TV18 Broadcast Limited,Entertainment,Entertainment/Multi Media,EQ,08-Feb-07,2,1,INE886H01027,2
1058,TVSELECT,TVS Electronics Limited,Computers,Computers - Accessories/Peripherals,EQ,26-Dec-03,10,1,INE236G01019,10
1059,TVSMOTOR,TVS Motor Company Limited,Auto,Auto - 2 & 3 Wheelers,EQ,02-Aug-00,1,1,INE494B01023,1
1060,TVSSRICHAK,TVS Srichakra Limited,Auto Ancl,Tyres & Tubes,EQ,13-Feb-07,10,1,INE421C01016,10
1061,TVTODAY,TV Today Network Limited,Entertainment,Entertainment/Multi Media,EQ,16-Jan-04,5,1,INE038F01029,5
1062,TVVISION,TV Vision Limited,,,BE,15-Sep-16,10,1,INE871L01013,10
1063,TWL,Titagarh Wagons Limited,Engineering,Engineering - Heavy,BE,21-Apr-08,2,1,INE615H01020,2
1064,UBL,United Breweries Limited,,,EQ,28-Jul-08,1,1,INE686F01025,1
1065,UCALFUEL,Ucal Fuel Systems Limited,Auto Ancl,Auto Ancl - Engine Parts,EQ,13-Sep-95,10,1,INE139B01016,10
1066,UCOBANK,UCO Bank,Banks - PSU,Finance - Banks - Public Sector,EQ,09-Oct-03,10,1,INE691A01018,10
1067,UFLEX,UFLEX Limited,Packaging,,EQ,23-Aug-95,10,1,INE516A01017,10
1068,UFO,UFO Moviez India Limited,,,EQ,14-May-15,10,1,INE527H01019,10
1069,UGARSUGAR,The Ugar Sugar Works Limited,Sugar,Sugar - Integrated,EQ,23-Aug-10,1,1,INE071E01023,1
1070,UJAAS,Ujaas Energy Limited,,,BE,20-Oct-11,1,1,INE899L01022,1
1071,UJJIVAN,Ujjivan Financial Services Limited,,,EQ,10-May-16,10,1,INE334L01012,10
1072,ULTRACEMCO,UltraTech Cement Limited,Cement,Cement - Major,EQ,24-Aug-04,10,1,INE481G01011,10
1073,UMANGDAIRY,Umang Dairies Limited,,,EQ,02-Dec-15,5,1,INE864B01027,5
1074,UNICHEMLAB,Unichem Laboratories Limited,Pharmaceuticals,Pharmaceuticals,EQ,07-Feb-01,2,1,INE351A01035,2
1075,UNIENTER,Uniphos Enterprises Limited,Trading,Trading,EQ,23-Jan-04,2,1,INE037A01022,2
1076,UNIONBANK,Union Bank of India,Banks - PSU,Finance - Banks - Public Sector,EQ,24-Sep-02,10,1,INE692A01016,10
1077,UNITECH,Unitech Limited,Construction,Construction & Contracting - Civil,BZ,08-Sep-99,2,1,INE694A01020,2
1078,UNITEDTEA,The United Nilgiri Tea Estates Company Limited,,,EQ,28-Jan-15,10,1,INE458F01011,10
1079,UNIVCABLES,Universal Cables Limited,Cables,Cables - Power/Others,EQ,17-May-95,10,1,INE279A01012,10
1080,UPL,UPL Limited,,,EQ,23-Jan-04,2,1,INE628A01036,2
1081,USHAMART,Usha Martin Limited,Steel,Steel - Alloys/Special,EQ,11-Oct-00,1,1,INE228A01035,1
1082,UTTAMSTL,Uttam Galva Steels Limited,Steel,Steel - GP/GC Sheets,BE,25-May-95,10,1,INE699A01011,10
1083,UTTAMSUGAR,Uttam Sugar Mills Limited,Sugar,Sugar - Others,EQ,10-Apr-06,10,1,INE786F01031,10
1084,V2RETAIL,V2 Retail Limited,,,EQ,04-Jul-07,10,1,INE945H01013,10
1085,VADILALIND,Vadilal Industries Limited,,,EQ,15-Jun-11,10,1,INE694D01016,10
1086,VAKRANGEE,Vakrangee Limited,,,EQ,03-Apr-06,1,1,INE051B01021,1
